IDENT_MEN;VAG;NUMORDREABO;NB_ABONN;TYP_ABONN01;TYP_ABONN02;TYP_ABONN03;TYP_ABONN04;TYP_ABONN05;TYP_ABONN06;TYP_ABONN07;TYP_ABONN08;TYP_ABONN09;TYP_ABONN10;Nataudio;Proaudio;Msabonn;Msfacture;Msfactper;Abofixe;Cartemobile;Mcartemobile;Percartemobile;MSFACTPER_D;MSFACTURE_D;MCARTEMOBILE_D;PERCARTEMOBILE_D;MIMPUTINTERNET_D
10169;4;1;1;1;0;1;1;0;0;0;0;0;0;;;49;49;1;;1;30;12M;12;49;30;1;
10170;2;1;4;0;0;1;1;0;0;0;0;0;0;;;50;50;1;2;2;;;12;50;;;
10170;2;2;4;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;2;2;;;12;15;;;
10170;2;3;4;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;2;2;;;12;2;;;
10170;2;4;4;0;1;0;0;0;0;0;0;0;0;;3;2;2;1;2;2;;;12;2;;;
10171;4;1;4;1;1;0;1;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
10171;4;2;4;0;1;0;0;0;0;0;0;0;0;;1;17;17;1;;2;;;12;17;;;
10171;4;3;4;0;1;0;0;0;0;0;0;0;0;;2;17;17;1;;2;;;12;17;;;
10171;4;4;4;0;0;0;1;0;0;0;0;0;0;;;33;33;1;;2;;;12;33;;;
10172;6;;;;;;;;;;;;;;;;;;;;;;;;;;97
10173;4;1;1;0;1;0;1;0;0;0;0;0;0;;2;120;120;1;2;2;;;12;120;;;
10174;6;;;;;;;;;;;;;;;;;;;;;;;;;;229
10174;6;1;3;1;0;0;0;0;0;0;0;0;0;;;20;20;1;;2;;;12;20;;;
10174;6;2;3;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
10174;6;3;3;0;0;1;0;0;0;0;0;0;0;;;37;37;1;;2;;;12;37;;;
10175;6;1;2;1;0;1;1;0;0;0;0;0;0;;;81;81;1;;1;20;1M;12;81;20;12;
10175;6;2;2;0;1;0;0;0;0;0;0;0;0;;2;60;60;1;;1;20;1M;12;60;20;12;
10176;2;1;1;0;1;0;0;0;0;0;0;0;0;;1;3;3;1;;2;;;12;3;;;
10177;3;1;1;1;1;0;1;0;0;0;0;0;0;;1;90;92;1;;2;;;12;92;;;
10178;5;1;3;0;1;0;0;0;1;0;0;0;0;;1;29;29;1;;2;;;12;29;;;
10178;5;2;3;0;1;0;0;0;1;0;0;0;0;;2;29;29;1;;2;;;12;29;;;
10178;5;3;3;1;0;1;0;1;0;0;0;0;0;;;72;80;1;;2;;;12;80;;;
10179;5;1;4;1;0;0;1;0;0;0;0;0;0;;;59;59;1;;2;;;12;59;;;
10179;5;2;4;0;1;0;0;0;0;0;0;0;0;;1;59;59;1;;2;;;12;59;;;
10179;5;3;4;0;1;0;0;0;0;0;0;0;0;;2;59;59;1;;2;;;12;59;;;
10179;5;4;4;0;0;1;0;0;0;0;0;0;0;;;90;90;1;;2;;;12;90;;;
10180;2;1;1;0;1;0;0;0;1;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
10181;2;1;1;1;1;0;1;0;0;0;0;0;0;;2;65;65;1;;2;;;12;64;;;
10182;2;1;4;1;0;1;1;0;0;0;0;0;0;;;50;52;1;;2;;;12;52;;;
10182;2;2;4;0;1;0;0;0;1;0;0;0;0;;2;5;5;1;;2;;;12;5;;;
10182;2;3;4;0;1;0;0;0;1;0;0;0;0;;1;2;3;1;;2;;;12;3;;;
10182;2;4;4;0;0;0;0;0;0;0;0;1;0;;;10;10;1;;2;;;12;10;;;
10183;6;1;2;1;1;0;1;0;0;0;0;0;0;;1;110;110;1;;2;;;12;110;;;
10183;6;2;2;0;0;1;0;0;0;0;0;0;0;;;29;29;1;;2;;;12;29;;;
10184;6;1;3;0;0;1;0;0;0;0;0;0;0;;;49;49;1;;2;;;12;49;;;
10184;6;2;3;1;0;0;1;0;0;0;0;0;0;;;39;39;1;;2;;;12;39;;;
10184;6;3;3;0;1;0;0;0;1;0;0;0;0;;1;22;22;1;;2;;;12;22;;;
10185;6;1;2;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
10185;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
10186;5;;;;;;;;;;;;;;;;;;;;;;;;;;400
10186;5;1;2;0;1;0;0;0;0;0;0;0;0;;1;45;45;1;;2;;;12;45;;;
10186;5;2;2;0;1;0;0;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
10187;6;;;;;;;;;;;;;;;;;;;;;;;;;;270
10187;6;1;1;1;0;1;0;0;0;0;0;0;0;;;44;44;2;;;;;6;44;;;
10188;6;1;1;0;1;0;0;0;1;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
10189;6;;;;;;;;;;;;;;;;;;;;;;;;;;242
10190;6;1;2;0;1;0;1;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
10190;6;2;2;1;0;0;0;0;0;0;0;0;0;;;20;20;1;;2;;;12;20;;;
10191;2;1;2;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
10191;2;2;2;0;0;0;1;0;0;0;0;0;0;;;2;2;1;;2;;;12;2;;;
10192;1;1;3;1;0;1;1;0;0;0;0;0;0;;;48;48;1;;2;;;12;49;;;
10192;1;2;3;0;1;0;0;0;1;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
10192;1;3;3;1;0;0;0;0;1;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
10193;4;1;1;0;1;0;0;0;0;1;0;0;0;;1;20;20;1;;2;;;12;20;;;
10194;3;1;3;1;0;1;1;0;0;0;0;0;0;;;33;38;1;;2;;;12;37;;;
10194;3;2;3;0;1;0;0;0;1;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
10194;3;3;3;0;1;0;0;0;1;0;0;0;0;;2;16;16;1;;2;;;12;16;;;
10195;1;1;1;1;1;1;1;0;1;0;0;0;0;;1;80;80;1;;2;;;12;80;;;
10196;3;1;4;0;0;0;1;0;0;0;0;0;0;;;29;29;1;1;2;;;12;29;;;
10196;3;2;4;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;1;2;;;12;19;;;
10196;3;3;4;0;1;0;0;0;0;0;0;0;0;;2;19;19;1;1;2;;;12;19;;;
10196;3;4;4;0;1;0;0;0;0;0;0;0;0;;3;6;6;1;1;2;;;12;6;;;
10197;5;;;;;;;;;;;;;;;;;;;;;;;;;;480
10197;5;1;1;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
10198;4;1;4;0;1;0;0;0;0;0;0;0;0;;2;7;7;1;;2;;;12;7;;;
10198;4;2;4;1;0;0;0;0;0;0;0;0;0;;;18;18;1;;2;;;12;18;;;
10198;4;3;4;0;1;0;1;0;0;0;0;0;0;;1;50;50;1;;2;;;12;50;;;
10198;4;4;4;1;0;0;0;0;0;0;0;0;0;;;20;20;2;;2;;;6;20;;;
10199;4;1;4;1;0;0;1;0;0;0;0;0;0;;;39;39;1;;2;;;12;39;;;
10199;4;2;4;0;0;1;0;0;0;0;0;0;0;;;43;43;1;;2;;;12;43;;;
10199;4;3;4;0;1;0;0;0;0;0;0;0;0;;1;10;11;1;;2;;;12;11;;;
10199;4;4;4;0;1;0;0;0;0;1;0;0;0;;2;30;30;1;;2;;;12;30;;;
10200;1;;;;;;;;;;;;;;;;;;;;;;;;;;658
10201;3;1;2;0;0;0;1;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
10201;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;35;43;1;;2;;;12;43;;;
10202;1;1;2;1;0;1;1;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
10202;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
10203;4;1;3;1;0;1;1;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
10203;4;2;3;0;1;0;0;0;1;0;0;0;0;;1;17;17;1;;2;;;12;17;;;
10203;4;3;3;0;1;0;0;0;1;0;0;0;0;;2;17;17;1;;2;;;12;17;;;
10204;4;1;1;1;0;0;0;0;0;0;0;0;0;;;30;30;1;;;;;12;30;;;
10205;1;1;3;1;0;0;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
10205;1;2;3;0;1;0;0;0;0;0;0;0;0;;2;19;19;1;;2;;;12;19;;;
10205;1;3;3;0;0;1;0;0;0;0;0;0;0;;;65;65;1;;2;;;12;65;;;
10206;5;1;1;1;1;0;1;0;0;0;0;0;0;;1;49;50;1;;2;;;12;50;;;
10207;3;1;2;1;1;1;1;0;0;0;0;0;0;;2;120;120;1;;2;;;12;120;;;
10207;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;26;26;1;;2;;;12;26;;;
10208;3;1;2;0;1;0;0;0;1;0;0;1;0;;1;60;130;1;;2;;;12;130;;;
10208;3;2;2;0;0;1;0;0;0;0;0;0;0;;;10;10;1;;2;;;12;10;;;
10210;1;1;3;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
10210;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;15;16;1;;2;;;12;16;;;
10210;1;3;3;0;1;0;0;0;0;0;0;0;0;;2;24;24;1;;2;;;12;24;;;
10211;5;1;2;0;0;1;0;0;0;0;0;0;0;;;53;23;1;;2;;;12;23;;;
10211;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;23;23;1;;2;;;12;23;;;
10212;6;1;2;1;0;0;1;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
10212;6;2;2;0;1;0;0;0;1;0;0;0;0;;1;35;35;1;;2;;;12;35;;;
10213;1;1;2;1;1;0;1;0;0;0;0;0;0;;1;54;54;1;;2;;;12;53;;;
10213;1;2;2;0;1;0;0;0;1;0;0;0;0;;2;40;40;1;;2;;;12;40;;;
10214;5;1;2;1;1;0;0;0;0;0;0;0;0;;1;18;18;1;;2;;;12;18;;;
10214;5;2;2;1;0;0;0;0;0;0;0;0;0;;;20;48;2;;2;;;6;48;;;
10215;4;1;1;0;1;0;0;0;1;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
10216;1;1;1;1;0;0;0;1;0;0;0;0;0;;;59;59;1;;2;;;12;59;;;
10217;2;1;1;1;1;1;1;0;1;0;0;0;0;;1;60;63;1;;2;;;12;63;;;
10218;1;1;2;1;0;0;0;1;0;0;0;0;0;;;52;52;1;;2;;;12;52;;;
10218;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;6;6;1;;2;;;12;6;;;
10219;5;1;2;1;0;1;1;0;0;0;0;0;0;;;43;43;1;;2;;;12;43;;;
10219;5;2;2;0;1;0;0;0;1;0;0;0;0;;3;10;1;10;;2;;;1.2;1;;;
10220;5;1;1;1;1;1;1;0;0;0;0;0;0;;2;65;65;1;;2;;;12;65;;;
10221;4;1;3;1;1;1;1;0;0;0;0;0;0;;1;60;60;1;;2;;;12;60;;;
10221;4;2;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
10221;4;3;3;0;1;0;0;0;0;0;0;0;0;;3;20;20;1;;2;;;12;20;;;
10222;6;1;3;1;0;0;0;0;0;0;0;0;0;;;42;90;1;;2;;;12;90;;;
10222;6;2;3;0;1;0;0;0;0;0;0;0;0;;1;2;5;1;;2;;;12;5;;;
10222;6;3;3;0;0;0;1;0;0;0;0;0;0;;;59;59;2;;2;;;6;59;;;
10223;6;1;2;1;0;1;1;0;0;0;0;0;0;;;30;40;1;;2;;;12;40;;;
10223;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
10224;1;1;1;1;0;1;1;0;0;0;0;0;0;;;64;64;1;;1;40;2S;12;64;40;48;
10225;2;;;;;;;;;;;;;;;;;;;;;;;;;;298
10225;2;1;2;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
10225;2;2;2;0;1;0;0;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
10226;1;1;1;1;1;1;1;0;1;0;0;0;0;;1;65;65;1;;2;;;12;65;;;
10227;3;1;4;1;1;1;1;0;0;0;0;0;0;;1;62;62;1;;2;;;12;61;;;
10227;3;2;4;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;;2;;;12;2;;;
10227;3;3;4;0;1;0;1;0;0;0;0;0;0;;3;20;20;1;;2;;;12;20;;;
10227;3;4;4;0;1;0;1;0;0;0;0;0;0;;4;20;20;1;;2;;;12;20;;;
10228;2;1;6;1;0;1;1;0;0;0;0;0;0;;;60;60;1;;2;;;12;59;;;
10228;2;2;6;0;1;0;0;0;0;0;0;0;0;;1;39;42;1;;2;;;12;42;;;
10228;2;3;6;0;1;0;0;0;0;0;0;0;0;;2;12;12;1;;2;;;12;12;;;
10228;2;4;6;0;1;0;0;0;0;0;0;0;0;;3;40;40;1;;2;;;12;40;;;
10228;2;5;6;0;1;0;0;0;0;0;0;0;0;;4;25;25;1;;2;;;12;25;;;
10228;2;6;6;0;1;0;0;0;0;0;0;0;0;;5;12;12;1;;2;;;12;12;;;
10229;1;1;1;1;1;1;1;0;0;1;1;1;0;;1;69;69;1;;2;;;12;69;;;
10230;1;1;2;0;0;1;0;0;0;0;0;0;0;;;105;105;1;;2;;;12;105;;;
10230;1;2;2;1;1;0;1;0;0;0;0;0;0;;2;81;81;1;;2;;;12;81;;;
10231;1;1;1;1;0;0;0;0;0;0;0;0;0;;;40;40;2;;;;;6;40;;;
10232;4;1;1;1;0;1;1;0;0;0;0;0;0;;;40;79;1;;;;;12;79;;;
10233;6;1;1;1;1;1;1;0;0;0;0;0;0;;1;39;39;1;;2;;;12;39;;;
10234;5;;;;;;;;;;;;;;;;;;;;;;;;;;197
10234;5;1;4;0;1;0;0;0;0;0;0;0;0;;1;29;29;1;;2;;;12;29;;;
10234;5;2;4;0;1;0;0;0;0;0;0;0;0;;2;29;29;1;;2;;;12;29;;;
10234;5;3;4;0;1;0;0;0;0;0;0;0;0;;3;29;29;1;;2;;;12;29;;;
10234;5;4;4;0;0;1;0;0;0;0;0;0;0;;;49;49;1;;2;;;12;49;;;
10235;2;1;1;1;1;1;1;0;0;0;0;0;0;;1;35;35;1;;2;;;12;35;;;
10236;6;1;2;1;1;1;1;0;0;0;0;0;0;;2;37;37;1;;2;;;12;37;;;
10236;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
10237;4;1;2;1;1;1;1;0;1;1;0;0;0;;1;60;60;1;;2;;;12;60;;;
10237;4;2;2;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
10238;4;1;1;1;1;1;0;0;0;0;0;0;0;;1;76;76;1;;2;;;12;76;;;
10239;5;;;;;;;;;;;;;;;;;;;;;;;;;;213
10239;5;1;1;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;2;2;;;12;15;;;
10240;5;1;1;1;1;1;0;0;0;0;0;0;0;;1;29;29;1;;2;;;12;28;;;
10241;1;1;4;1;0;0;1;0;0;0;0;0;0;;;50;56;1;;2;;;12;56;;;
10241;1;2;4;0;0;1;0;0;0;0;0;0;0;;;62;62;1;;2;;;12;62;;;
10241;1;3;4;0;0;0;0;0;1;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
10241;1;4;4;0;0;0;0;0;1;0;0;0;0;;2;29;29;1;;2;;;12;29;;;
10242;6;1;5;1;0;1;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
10242;6;2;5;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
10242;6;3;5;0;1;0;0;0;0;0;0;0;0;;2;15;15;1;;2;;;12;15;;;
10242;6;4;5;0;0;1;0;0;0;0;0;0;0;;;39;39;1;;2;;;12;39;;;
10242;6;5;5;0;0;1;0;0;0;0;0;0;0;;;13;13;1;;2;;;12;13;;;
10243;2;1;2;1;0;0;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
10243;2;2;2;1;1;0;0;0;0;0;0;0;0;;2;15;15;1;;2;;;12;15;;;
10245;6;;;;;;;;;;;;;;;;;;;;;;;;;;282
10245;6;1;4;1;0;0;0;0;0;0;0;0;0;;;32;51;1;;2;;;12;51;;;
10245;6;2;4;0;1;0;0;0;0;0;0;0;0;;2;9;9;1;;2;;;12;9;;;
10245;6;3;4;0;0;1;0;0;0;0;0;0;0;;;9;9;1;;2;;;12;9;;;
10245;6;4;4;0;0;1;0;0;0;0;0;0;0;;;9;9;1;;2;;;12;9;;;
10246;4;1;3;0;0;1;0;0;0;0;0;0;0;;;68;68;1;;2;;;12;68;;;
10246;4;2;3;0;1;0;0;0;1;0;0;0;0;;1;59;59;1;;2;;;12;59;;;
10246;4;3;3;1;0;1;1;0;0;0;0;0;0;;;49;49;1;;2;;;12;49;;;
10247;6;1;3;1;0;1;0;0;0;0;0;0;0;;;70;70;1;;2;;;12;71;;;
10247;6;2;3;0;1;0;0;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
10247;6;3;3;0;1;0;0;0;0;0;0;0;0;;2;49;49;1;;2;;;12;49;;;
10249;4;1;2;1;0;1;0;0;0;0;0;0;0;;;52;52;1;;2;;;12;52;;;
10249;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
10250;1;1;2;1;1;1;1;0;1;0;0;0;0;;1;50;50;1;;2;;;12;51;;;
10250;1;2;2;0;1;0;0;0;0;0;0;0;0;;2;9;9;1;;2;;;12;9;;;
10251;5;1;2;1;0;1;1;0;0;0;0;0;0;;;50;50;1;;2;;;12;49;;;
10251;5;2;2;0;1;0;0;0;1;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
10252;2;1;2;1;0;0;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
10252;2;2;2;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
10253;5;1;3;0;1;0;0;0;0;0;0;0;0;;1;38;38;1;;2;;;12;38;;;
10253;5;2;3;0;1;0;0;0;0;0;0;0;0;;2;16;20;1;;2;;;12;20;;;
10253;5;3;3;1;0;1;1;0;0;0;0;0;0;;;23;23;1;;2;;;12;22;;;
10254;4;1;4;1;0;1;1;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
10254;4;2;4;0;1;0;0;0;1;0;0;0;0;;2;30;44;1;;2;;;12;44;;;
10254;4;3;4;0;1;0;0;0;0;0;0;0;0;;1;11;11;1;;2;;;12;11;;;
10254;4;4;4;0;1;0;0;0;1;0;0;0;0;;2;22;22;1;;2;;;12;22;;;
10255;2;1;1;1;0;1;1;0;0;0;0;0;0;;;60;60;1;;1;10;1M;12;60;10;12;
10256;1;1;2;1;1;1;1;0;1;0;0;0;0;;1;39;39;1;;2;;;12;39;;;
10256;1;2;2;0;1;0;0;0;0;0;0;0;0;;2;15;15;1;;2;;;12;15;;;
10257;3;1;2;1;0;0;0;1;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
10257;3;2;2;0;1;0;0;0;1;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
10258;5;1;3;1;0;0;1;0;0;0;0;0;0;;;67;67;1;;2;;;12;67;;;
10258;5;2;3;0;1;0;0;0;0;0;0;0;0;;1;55;55;1;;2;;;12;55;;;
10258;5;3;3;0;0;1;0;0;0;0;0;0;0;;;83;83;1;;2;;;12;83;;;
10259;3;;;;;;;;;;;;;;;;;;;;;;;;;;169
10259;3;1;1;1;0;0;0;0;0;0;0;0;0;;;64;64;1;;1;20;1M;12;64;20;12;
10260;4;1;2;1;0;1;0;0;0;0;0;0;0;;;40;45;1;;2;;;12;45;;;
10260;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;2;4;1;;2;;;12;4;;;
10261;1;1;3;0;0;1;0;0;0;0;0;0;0;;;45;45;1;;2;;;12;45;;;
10261;1;2;3;1;0;0;1;0;0;0;0;0;0;;;53;53;1;;2;;;12;53;;;
10261;1;3;3;0;1;0;0;0;0;0;0;0;0;;2;76;76;1;;2;;;12;76;;;
10262;3;1;3;1;0;0;1;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
10262;3;2;3;0;1;0;0;0;0;0;0;0;0;;1;0;0;1;;2;;;;;;;
10262;3;3;3;0;1;0;0;0;0;0;0;0;0;;2;0;0;1;;2;;;;;;;
10263;6;1;4;1;0;1;1;0;0;0;0;0;0;;;42;42;1;;2;;;12;42;;;
10263;6;2;4;0;1;0;0;0;0;0;0;0;0;;1;11;11;1;;2;;;12;11;;;
10263;6;3;4;1;0;0;1;0;0;0;0;0;0;;;43;43;1;;2;;;12;43;;;
10263;6;4;4;0;1;0;0;0;1;0;0;0;0;;2;13;13;1;;2;;;12;13;;;
10264;2;1;1;1;1;1;1;0;0;0;0;0;0;;1;56;60;1;;2;;;12;60;;;
10265;2;1;2;0;1;0;1;0;0;0;0;0;0;;1;30;45;1;;2;;;12;45;;;
10265;2;2;2;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;;2;;;12;2;;;
10266;5;1;3;1;0;1;1;0;0;0;0;0;0;;;60;60;1;;2;;;12;59;;;
10266;5;2;3;0;1;0;1;0;0;0;0;0;0;;1;50;50;1;;2;;;12;50;;;
10266;5;3;3;0;1;0;1;0;0;0;0;0;0;;2;90;90;1;;2;;;12;90;;;
10267;3;;;;;;;;;;;;;;;;;;;;;;;;;;118
10268;3;1;2;1;0;0;0;0;0;0;0;0;0;;;28;28;1;;2;;;12;28;;;
10268;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
10269;1;1;2;1;0;0;0;0;0;0;0;0;0;;;18;37;2;;2;;;6;37;;;
10269;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;2;3;1;;2;;;12;3;;;
10271;2;1;3;1;0;0;0;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
10271;2;2;3;0;1;0;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
10271;2;3;3;0;0;1;0;0;0;0;0;0;0;;;62;62;1;;2;;;12;62;;;
10272;5;1;1;1;1;1;1;0;0;0;0;0;0;;2;48;48;1;;2;;;12;47;;;
10273;1;1;2;0;1;0;0;0;1;1;0;0;0;;1;6;6;1;;2;;;12;6;;;
10273;1;2;2;0;0;1;1;0;0;0;0;0;0;;;43;43;1;;2;;;12;43;;;
10274;4;1;4;1;0;0;1;0;0;0;0;0;0;;;39;39;1;;2;;;12;39;;;
10274;4;2;4;0;1;0;0;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
10274;4;3;4;0;1;0;0;0;0;0;0;0;0;;2;9;9;1;;2;;;12;9;;;
10274;4;4;4;0;0;1;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
10275;3;1;1;1;0;0;0;0;0;0;0;0;0;;;39;39;1;;;;;12;39;;;
10276;2;1;1;1;0;0;0;0;0;0;0;0;0;;;20;20;1;;;;;12;20;;;
10277;5;1;1;1;1;0;1;0;0;0;0;0;0;;1;50;50;1;;2;;;12;50;;;
10278;1;1;1;1;1;0;1;0;0;0;0;0;0;;1;39;39;1;;2;;;12;39;;;
10279;6;1;1;0;1;0;0;0;1;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
10280;3;1;5;0;0;0;0;0;1;0;0;0;0;;3;11;11;1;;2;;;12;11;;;
10280;3;2;5;0;0;0;0;0;1;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
10280;3;3;5;0;0;0;0;0;1;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
10280;3;4;5;0;0;1;0;0;0;0;0;0;0;;;72;72;1;;2;;;12;72;;;
10280;3;5;5;1;0;0;0;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
10281;4;1;3;1;0;1;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
10281;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;2;4;1;;2;;;12;4;;;
10281;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;2;4;1;;2;;;12;4;;;
10282;2;1;2;0;1;0;0;0;0;0;0;0;0;;1;32;35;1;;2;;;12;35;;;
10282;2;2;2;0;0;1;1;0;0;0;0;0;0;;;30;36;1;;2;;;12;36;;;
10283;6;1;1;1;1;1;1;0;1;0;0;0;0;;1;62;62;1;;2;;;12;62;;;
10284;6;1;1;1;0;0;0;0;0;0;0;0;0;;;45;90;1;;1;20;1M;12;90;20;12;
10285;5;1;1;1;1;1;1;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
10286;6;1;2;0;0;0;1;0;0;0;0;0;0;;;29;29;1;;2;;;12;29;;;
10286;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
10287;2;1;1;1;0;0;0;0;0;0;0;0;0;;;999999;999999;;;;;;12;29;;;
10288;1;1;1;0;1;0;0;0;0;0;0;0;0;;1;29;29;1;;1;20;1M;12;29;20;12;
10289;5;1;2;1;0;1;1;0;0;0;0;0;0;;;39;39;1;;2;;;12;40;;;
10289;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;39;39;1;;2;;;12;39;;;
10290;3;1;2;1;0;1;1;0;0;0;0;0;0;;;26;26;1;;2;;;12;26;;;
10290;3;2;2;0;1;0;0;0;1;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
10291;5;;;;;;;;;;;;;;;;;;;;;;;;;;432
10291;5;1;1;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
10292;5;1;3;1;0;1;1;0;0;0;0;0;0;;;28;28;1;;2;;;12;28;;;
10292;5;2;3;0;1;0;0;0;0;0;0;0;0;;2;4;4;1;;2;;;12;4;;;
10292;5;3;3;0;1;0;0;0;0;0;0;0;0;;1;4;4;11;;2;;;12;4;;;
10293;3;1;5;1;1;1;1;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
10293;3;2;5;0;1;0;1;0;0;0;0;0;0;;3;24;24;1;;2;;;12;24;;;
10293;3;3;5;0;1;0;1;0;0;0;0;0;0;;4;19;19;1;;2;;;12;19;;;
10293;3;4;5;0;1;0;1;0;0;0;0;0;0;;5;19;19;1;;2;;;12;19;;;
10293;3;5;5;0;1;0;0;0;0;0;0;0;0;;2;19;19;1;;2;;;12;19;;;
10294;5;1;1;1;1;1;1;0;0;1;0;0;0;;1;61;80;1;;2;;;12;80;;;
10295;3;1;3;1;0;1;1;0;0;0;0;0;0;;;20;20;1;;2;;;12;19;;;
10295;3;2;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
10295;3;3;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
10296;4;;;;;;;;;;;;;;;;;;;;;;;;;;157
10296;4;1;2;1;0;1;0;0;0;0;0;0;0;;;72;72;1;;1;15;1M;12;72;15;12;
10296;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;59;59;1;;1;15;1M;12;59;15;12;
10297;5;1;3;1;0;1;0;1;0;0;0;0;0;;;77;77;1;;2;;;12;77;;;
10297;5;2;3;0;1;0;0;0;0;0;0;0;0;;3;2;2;1;;2;;;12;2;;;
10297;5;3;3;0;1;0;0;0;0;0;0;0;0;;4;2;2;1;;2;;;12;2;;;
10298;1;1;1;1;1;1;1;0;1;0;0;0;0;;2;45;45;1;;2;;;12;45;;;
10299;1;1;3;0;0;0;1;0;0;0;0;0;0;;;20;20;1;;2;;;12;20;;;
10299;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
10299;1;3;3;0;1;0;0;0;0;0;0;0;0;;2;16;16;1;;2;;;12;16;;;
