IDENT_MEN;vag;BCCOD;BCNACHAT;BCLIEU01;BCLIEU02;BCLIEU03;BCLIEU04;BCLIEU05;BCLIEU06;BCLIEU07;BCLIEU08;BCLIEU09;BCLIEU10;BCPRIX;BCLIEU00;BCPRIX_D
08590;1;9;99;0;0;0;0;0;0;0;0;0;0;999999;;30
08594;1;2;10;0;0;0;0;0;0;0;0;0;0;100;;100
08594;1;2;10;0;0;0;0;0;0;0;0;0;0;100;;20
08594;1;4;2;0;0;0;0;0;0;0;0;0;0;20;;20
08596;2;3;2;0;0;1;0;0;0;0;0;0;0;15;;15
08596;2;5;1;0;0;1;0;0;0;0;0;0;0;10;;10
08596;2;7;99;0;0;0;0;0;0;0;0;0;0;999999;;10
08596;2;9;1;0;0;0;0;0;0;0;1;0;0;20;;20
08602;1;3;2;0;0;1;0;0;0;0;0;0;0;14;;14
08602;1;5;2;0;0;0;1;0;0;0;0;0;0;20;;20
08602;1;9;1;0;0;0;1;0;0;0;0;0;0;4;;4
08604;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;95
08606;3;9;99;0;0;0;0;0;0;0;0;0;0;999999;;15
08618;6;1;8;0;0;0;0;0;0;0;1;0;0;150;;150
08618;6;2;3;0;0;0;0;0;0;0;0;0;0;30;;30
08618;6;3;9;0;0;0;0;0;0;1;0;0;0;120;;120
08620;6;3;10;0;0;0;0;0;0;0;1;0;0;100;;100
08621;2;3;2;0;0;0;0;0;0;0;1;0;0;40;;40
08623;5;1;3;0;0;0;0;0;0;1;0;0;1;50;;50
08623;5;3;1;0;0;0;1;0;0;0;0;0;0;10;;10
08634;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;200
08634;1;5;1;0;0;0;0;0;0;1;0;0;0;15;;15
08635;4;5;2;0;0;0;1;0;0;0;0;0;0;30;;30
08636;4;7;1;0;0;0;1;0;0;0;0;0;0;64;;64
08643;2;3;1;0;0;0;0;0;0;1;0;0;0;15;;15
08646;5;9;1;0;0;0;0;0;0;1;0;0;0;5;;5
08647;4;2;99;0;0;0;0;0;0;0;0;0;0;999999;;10
08647;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;10
08647;4;7;99;0;0;0;0;0;0;0;0;0;0;999999;;36
08649;4;3;2;0;0;0;1;0;0;0;0;0;0;10;;10
08651;3;1;3;0;0;0;1;0;0;0;0;0;0;48;;48
08651;3;5;2;0;0;0;1;0;0;0;0;0;0;32;;32
08654;1;3;2;0;0;0;0;0;0;0;1;0;0;10;;10
08661;2;3;2;0;0;0;0;0;0;1;0;0;0;6;;6
08669;4;7;3;0;0;1;0;0;0;0;0;0;0;60;;60
08669;4;7;3;0;0;1;0;0;0;0;0;0;0;60;;40
08671;1;5;2;0;0;0;1;0;0;0;0;0;0;20;;20
08671;1;9;2;0;0;0;0;0;0;1;0;0;0;60;;60
08681;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;80
08682;1;3;2;0;0;0;0;0;0;0;1;0;0;12;;12
08682;1;9;1;0;0;0;1;0;0;0;0;0;0;50;;50
08687;1;2;99;0;0;0;0;0;0;0;0;0;0;999999;;5
08687;1;3;1;0;0;0;0;0;1;0;0;0;0;8;;8
08687;1;7;99;0;0;0;0;0;0;0;0;0;0;999999;;1
08694;2;3;1;0;0;0;1;0;0;0;0;0;0;14;;14
08697;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;31
08698;5;3;5;0;0;1;1;0;0;0;1;0;0;100;;100
08704;5;1;4;0;0;1;0;0;0;0;0;0;0;999999;;20
08704;5;3;1;0;0;1;0;0;0;0;0;0;0;23;;23
08707;5;3;1;0;0;1;0;0;0;0;0;0;0;20;;20
08707;5;5;1;0;0;1;0;0;0;0;0;0;0;15;;15
08708;3;3;1;0;0;0;1;0;0;0;0;0;0;12;;12
08708;3;7;99;0;0;0;0;0;0;0;0;0;0;999999;;49
08714;6;1;3;0;0;0;0;0;0;0;1;0;0;20;;20
08714;6;3;5;0;0;0;0;0;0;0;0;1;0;10;;10
08722;1;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
08723;2;1;4;0;0;0;1;0;0;0;0;1;0;44;;44
08723;2;3;2;0;0;0;1;0;0;0;0;0;0;26;;26
08723;2;9;5;0;0;0;1;0;0;0;0;0;0;150;;150
08734;4;1;1;0;0;0;1;0;0;0;0;0;0;999999;;50
08735;4;2;99;0;0;0;0;0;0;0;0;0;0;999999;;18
08735;4;3;7;0;0;0;0;0;0;0;1;0;0;35;;35
08735;4;9;1;0;0;0;0;0;0;0;1;0;0;32;;32
08736;6;3;4;0;0;1;1;0;0;1;0;0;0;28;;28
08740;1;4;6;0;0;0;0;0;0;0;0;0;0;48;;48
08745;2;3;10;0;0;0;0;0;0;1;0;0;0;50;;50
08750;5;9;1;0;0;0;1;0;0;0;1;0;0;25;;25
08754;3;3;1;0;0;0;1;0;0;0;0;0;0;6;;6
08754;3;9;3;0;0;0;1;0;0;0;0;0;0;70;;70
08757;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;21
08771;2;2;99;0;0;0;0;0;0;0;0;0;0;999999;;10
08771;2;3;6;0;0;0;1;0;0;0;0;0;0;12;;12
08771;2;7;2;0;0;0;1;0;0;0;0;0;0;10;;10
08771;2;7;2;0;0;0;1;0;0;0;0;0;0;10;;16
08771;2;9;3;0;0;0;1;0;0;0;0;0;0;30;;30
08783;6;5;1;0;0;0;0;0;0;0;1;0;0;16;;16
08795;1;3;6;0;0;0;1;0;0;0;1;0;0;90;;90
08809;1;9;10;0;0;0;1;0;0;0;0;0;0;80;;80
08820;4;3;2;0;0;0;0;0;0;1;0;0;0;16;;16
08820;4;7;2;0;0;0;1;0;0;0;0;0;0;80;;80
08820;4;7;2;0;0;0;1;0;0;0;0;0;0;80;;159
08822;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;45
08824;6;7;1;0;0;0;0;0;0;1;0;0;0;47;;47
08825;2;7;2;0;0;0;0;0;0;0;1;0;0;20;;20
08825;2;9;1;0;0;0;1;0;0;0;0;0;0;29;;29
08828;2;9;3;0;0;0;0;0;0;0;1;0;0;67;;67
08831;6;3;2;0;0;1;0;0;0;0;0;0;0;30;;30
08837;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;50
08838;1;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
08838;1;3;1;0;0;0;1;0;0;0;0;0;0;9;;9
08838;1;5;1;0;0;0;1;0;0;0;0;0;0;8;;8
08839;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;6
08839;3;7;99;0;0;0;0;0;0;0;0;0;0;999999;;10
08839;3;9;6;0;0;0;0;0;0;1;0;0;0;150;;150
08842;1;2;99;0;0;0;0;0;0;0;0;0;0;999999;;8
08842;1;9;5;0;0;1;0;0;1;0;0;0;0;60;;60
08846;1;1;2;0;0;0;0;0;1;0;0;0;0;32;;32
08856;5;1;1;0;0;0;0;0;0;1;0;0;0;20;;20
08856;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;60
08856;5;5;1;0;0;0;0;0;0;1;0;0;0;20;;20
08861;4;7;1;0;0;1;0;0;0;0;0;0;0;11;;11
08866;6;3;3;0;0;0;0;0;0;0;0;0;0;999999;;2
08868;1;7;1;0;0;0;0;0;0;0;0;0;1;30;;30
08869;2;7;3;0;0;0;1;0;0;1;0;0;0;120;;120
08869;2;9;7;0;0;0;1;0;0;0;1;0;0;250;;250
08870;2;2;1;0;0;0;0;0;0;0;0;0;0;26;;26
08870;2;3;1;0;0;0;0;0;0;1;0;0;0;6;;6
08876;4;3;3;0;0;0;0;0;0;0;1;0;0;50;;50
08878;1;2;99;0;0;0;0;0;0;0;0;0;0;999999;;15
08880;5;7;1;0;0;0;0;0;0;0;1;0;0;50;;50
08890;6;9;10;0;0;0;0;0;0;0;0;0;1;100;;100
08895;3;3;12;0;0;0;0;0;0;1;1;0;0;120;;120
08896;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;25
08896;4;9;2;0;0;0;1;0;0;0;0;0;0;35;;35
08898;4;1;10;0;0;0;1;0;0;0;0;0;0;100;;100
08898;4;3;4;0;0;0;0;0;0;0;1;0;0;30;;30
08899;1;3;2;0;0;0;1;0;0;0;0;0;0;18;;18
08900;4;7;2;0;0;0;0;0;0;0;1;0;0;55;;55
08909;1;7;1;0;0;0;0;0;0;1;0;0;0;50;;50
08910;5;7;99;0;0;0;0;0;0;0;0;0;0;999999;;40
08911;6;3;4;0;0;0;0;0;0;1;0;0;0;20;;20
08911;6;7;99;0;0;0;0;0;0;0;0;0;0;999999;;2
08911;6;9;5;0;0;1;0;0;0;0;0;0;0;90;;90
08913;4;1;2;0;0;0;1;0;0;0;0;0;0;999999;;10
08913;4;7;1;0;0;0;0;0;0;1;0;0;0;7;;7
08915;2;3;1;0;0;0;1;0;0;0;0;0;0;4;;4
08922;3;3;1;0;0;0;0;0;0;1;0;0;0;20;;20
08924;3;3;1;0;1;0;0;0;0;0;0;0;0;20;;20
08931;6;1;3;0;0;0;0;0;0;1;0;0;0;45;;45
08931;6;3;3;0;0;0;0;0;0;0;1;0;0;3;;3
08946;3;2;5;0;0;0;0;0;0;0;0;0;0;8;;8
08946;3;9;8;0;0;0;0;0;0;1;0;0;0;100;;100
08951;5;3;2;0;0;0;0;0;0;0;1;0;0;15;;15
08956;2;1;30;0;0;1;0;0;0;0;1;0;0;350;;350
08956;2;3;20;0;0;1;0;0;0;0;1;0;0;200;;200
08956;2;5;20;0;0;1;0;0;0;0;0;0;0;100;;100
08960;6;2;99;0;0;0;0;0;0;0;0;0;0;999999;;16
08960;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;40
08963;4;3;10;0;0;0;0;0;0;1;0;0;0;200;;200
08963;4;9;3;0;0;0;0;0;0;1;0;0;0;50;;50
08967;5;1;1;0;0;0;0;0;0;1;0;0;0;15;;15
08967;5;2;99;0;0;0;0;0;0;0;0;0;0;999999;;5
08967;5;3;1;0;0;0;0;0;0;0;0;0;1;20;;20
08972;6;1;3;1;0;0;0;0;0;0;0;0;0;10;;10
08979;5;3;10;0;0;0;0;0;0;1;0;0;0;120;;120
08979;5;5;4;0;0;0;0;0;0;0;0;0;1;40;;40
08979;5;7;1;0;0;0;0;0;0;0;0;0;1;30;;30
08979;5;9;5;0;0;0;0;0;0;1;0;0;0;50;;50
08984;6;3;1;0;0;1;0;0;0;0;0;0;0;15;;15
08988;4;1;6;0;0;1;0;0;0;0;0;0;0;90;;90
08988;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;30
08989;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;40
09005;5;9;2;0;0;0;0;0;0;1;0;0;0;30;;30
09006;4;3;2;0;0;0;0;0;0;0;1;0;0;30;;30
09007;2;3;1;0;0;0;0;0;0;1;0;0;0;999999;;19
09021;6;3;1;0;0;1;0;0;0;0;0;0;0;13;0;13
09026;5;1;2;0;0;0;0;0;0;0;1;0;0;2;;2
09026;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;15
09028;6;9;2;0;0;0;0;0;0;0;1;0;0;80;;80
09033;2;3;2;0;0;0;0;0;0;0;1;0;0;12;;12
09033;2;9;2;0;0;0;1;0;0;0;0;0;0;20;;20
09035;2;5;2;0;0;0;1;0;0;0;0;0;0;30;;30
09035;2;7;1;0;0;0;1;0;0;0;0;0;0;55;;55
09037;2;3;4;0;0;0;0;0;0;0;1;0;0;30;;30
09047;3;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
09047;3;7;1;0;0;0;0;0;0;0;1;0;0;50;;50
09051;3;3;1;0;0;0;0;0;0;0;1;0;0;20;;20
09055;6;9;2;0;0;0;1;0;0;0;0;0;0;15;;15
09057;2;9;7;0;0;0;0;0;0;1;0;0;0;230;;230
09058;6;1;7;0;0;1;0;0;0;0;0;0;0;50;;50
09059;4;3;1;0;0;0;1;0;0;0;0;0;0;7;;7
09059;4;5;4;0;0;0;1;0;0;0;0;0;0;20;;20
09070;5;1;3;0;0;0;0;0;0;1;0;0;0;999999;;42
09070;5;3;3;0;0;0;0;0;0;1;0;0;1;80;;80
09071;4;3;1;0;0;0;0;0;0;1;0;0;0;999999;;19
09102;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;20
09102;5;5;2;0;0;0;1;0;0;0;0;0;0;20;;20
09109;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;36
09109;1;7;1;0;0;0;1;0;0;0;0;0;0;60;;60
09128;2;3;3;0;0;0;1;0;0;0;0;0;0;40;;40
09131;4;4;2;0;0;0;0;0;0;0;0;0;0;20;;17
09131;4;4;2;0;0;0;0;0;0;0;0;0;0;20;;20
09138;1;4;8;0;0;0;0;0;0;0;0;0;0;65;;65
09145;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;6
09146;1;3;10;0;0;1;0;0;0;0;1;0;0;150;;150
09146;1;7;99;0;0;0;0;0;0;0;0;0;0;999999;;10
09146;1;9;1;0;0;1;0;0;0;0;0;0;0;30;;30
09154;5;3;2;0;0;0;1;0;0;0;0;0;0;20;;20
09155;2;3;8;0;0;1;0;0;1;0;0;0;0;50;;50
09155;2;9;3;0;0;1;1;0;0;0;0;0;0;45;;45
09168;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;250
09168;3;7;1;0;0;0;1;0;0;0;0;0;0;30;;30
09169;5;3;6;0;0;1;0;0;0;0;1;0;0;180;;180
09179;5;3;4;0;0;0;0;0;0;0;1;0;0;48;;48
09180;3;3;1;0;0;0;0;0;0;1;0;0;0;17;;17
09181;2;3;2;0;0;0;1;0;0;0;0;0;0;20;;20
09181;2;9;2;0;0;0;0;0;0;0;1;0;0;65;;65
09182;2;2;50;0;0;0;0;0;0;0;0;0;0;24;;24
09182;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;150
09182;2;5;1;0;0;0;0;0;0;0;0;0;1;24;;24
09182;2;7;1;0;0;1;0;0;0;0;0;0;0;60;;60
09182;2;7;1;0;0;1;0;0;0;0;0;0;0;60;;5
09202;2;1;1;0;0;0;1;0;0;0;0;0;0;17;;17
09203;2;5;5;0;0;0;0;0;0;1;0;0;0;50;;50
09210;3;3;2;0;0;1;0;0;0;0;0;0;0;20;;20
09210;3;7;99;0;0;0;0;0;0;0;0;0;0;999999;;30
09211;3;3;8;0;0;0;0;0;0;0;1;0;0;130;;130
09211;3;9;7;0;0;0;1;0;0;0;1;0;0;300;;300
09213;3;1;2;1;0;1;0;0;0;0;0;0;0;50;;50
09218;1;2;1;0;0;0;0;0;0;0;0;0;0;999999;;12
09218;1;7;1;0;0;0;0;0;0;1;0;0;0;999999;;20
09220;3;2;99;0;0;0;0;0;0;0;0;0;0;999999;;18
09220;3;7;2;0;0;0;0;0;0;0;1;0;0;20;;20
09220;3;9;7;0;0;1;0;0;0;0;0;0;0;200;;200
09228;4;7;99;0;0;0;0;0;0;0;0;0;0;999999;;70
09232;1;3;6;0;0;0;0;0;0;0;1;0;0;138;;138
09238;4;3;1;0;0;0;1;0;0;0;0;0;0;12;;12
09239;2;3;3;0;0;0;0;0;0;1;0;0;0;50;;50
09242;3;3;3;0;0;0;1;0;0;0;0;0;0;50;;50
09244;3;1;1;0;0;0;1;0;0;0;0;0;0;17;;17
09249;1;1;1;0;0;0;1;0;0;0;0;0;0;13;;13
09257;2;7;1;0;0;0;1;0;0;0;0;0;0;49;;49
09257;2;7;1;0;0;0;1;0;0;0;0;0;0;49;;74
09257;2;9;1;0;0;0;0;0;0;0;1;0;0;40;;40
09260;1;3;2;0;0;0;1;0;0;0;0;0;0;999999;;3
09260;1;5;2;0;0;0;1;0;0;0;0;0;0;20;;20
09260;1;9;2;0;0;0;1;0;0;0;0;0;0;40;;40
09264;1;9;2;0;0;0;1;0;0;0;0;0;0;10;;10
09265;3;5;2;0;0;0;1;0;0;0;0;0;0;24;;24
09268;3;1;2;0;0;0;0;0;0;1;0;0;0;40;;40
09268;3;3;2;0;0;0;0;0;0;1;0;0;0;30;;30
09268;3;7;99;0;0;0;0;0;0;0;0;0;0;999999;;20
09271;3;9;3;0;0;0;1;0;0;0;0;0;0;150;;150
09275;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;8
09275;5;9;1;0;0;0;1;0;0;0;0;0;0;35;;35
09284;5;1;1;0;0;0;0;0;0;1;0;0;0;15;;15
09284;5;3;10;0;0;0;1;0;0;1;0;0;0;70;;70
09284;5;7;99;0;0;0;0;0;0;0;0;0;0;999999;;50
09284;5;9;1;0;0;0;0;0;0;1;0;0;0;39;;39
09286;6;3;8;0;0;0;0;0;0;0;0;1;0;12;;12
09288;3;4;1;0;0;0;0;0;0;0;0;0;0;39;;220
09288;3;4;1;0;0;0;0;0;0;0;0;0;0;39;;39
09307;3;9;8;0;0;0;1;0;0;0;0;0;0;30;;30
09308;2;3;2;0;0;0;0;0;0;0;1;0;0;10;;10
09311;6;7;1;0;0;0;0;0;0;0;1;0;0;55;;55
09315;3;1;12;0;0;0;0;0;0;1;1;0;0;100;;100
09315;3;3;50;0;0;1;0;0;0;1;1;0;0;1000;;1000
09315;3;5;50;0;0;1;0;0;0;1;1;0;0;300;;300
09316;5;7;2;0;0;1;0;0;0;0;0;0;0;10;;10
09318;1;3;2;0;0;0;1;0;0;0;0;0;0;30;;30
09320;2;7;60;0;0;0;0;0;0;0;1;0;0;120;;120
09324;5;3;1;0;0;0;0;0;0;1;0;0;0;19;;19
09329;1;2;3;0;0;0;0;0;0;0;0;0;0;12;;12
09329;1;3;2;0;0;1;0;0;0;0;0;0;0;16;;16
09329;1;5;1;0;0;0;1;0;0;0;0;0;0;20;;20
09329;1;7;1;0;0;0;1;0;0;0;0;0;0;30;;30
09340;1;3;4;0;0;0;0;0;0;1;0;0;0;81;;81
09348;3;9;1;0;0;0;0;0;0;0;1;0;0;30;;30
09349;5;9;2;0;0;0;0;0;0;0;1;0;0;10;;10
09355;6;3;5;0;0;0;0;0;0;0;1;0;0;44;;44
09355;6;7;1;0;0;0;0;0;0;0;0;1;0;20;;20
09359;6;2;20;0;0;0;0;0;0;0;0;0;0;1;;1
09359;6;2;20;0;0;0;0;0;0;0;0;0;0;1;;10
09364;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;40
09380;1;3;2;0;0;0;0;0;0;0;1;0;0;10;;10
09381;2;1;2;0;0;1;0;0;0;0;0;0;0;10;;10
09381;2;3;10;0;0;1;0;0;0;0;0;0;0;30;;30
09381;2;5;3;0;0;1;0;0;0;0;0;0;0;15;;15
09382;3;5;10;0;0;0;1;0;0;0;0;0;0;95;;95
09387;5;3;1;0;0;0;0;0;0;1;0;0;0;12;;12
09417;6;9;3;0;0;0;1;0;0;0;0;0;0;15;;15
09423;1;3;1;0;0;0;0;0;0;0;1;0;0;10;;10
09430;4;3;1;0;0;0;0;0;0;1;0;0;0;8;;8
09430;4;9;1;0;0;0;1;0;0;0;0;0;0;12;;12
09438;4;3;3;0;0;0;0;0;0;0;1;0;0;45;;45
09440;6;2;1;0;0;0;0;0;0;0;0;0;0;9;;9
09444;4;1;15;0;0;0;0;0;0;1;0;0;0;225;;225
09444;4;3;2;0;0;0;1;0;0;0;0;0;0;20;;20
09448;3;9;2;0;0;0;1;0;0;0;0;0;0;129;;129
09453;5;3;6;0;0;0;0;0;0;0;0;0;1;100;;100
09459;4;3;8;0;0;0;0;0;0;0;0;1;0;50;;50
09461;2;9;5;0;0;0;1;0;0;0;0;0;0;100;;100
09472;4;3;4;0;0;0;0;0;0;1;1;0;0;50;;50
09473;6;3;10;0;0;1;0;0;0;0;1;0;0;100;;100
09478;2;2;2;0;0;0;0;0;0;0;0;0;0;18;;18
09478;2;3;3;0;0;0;0;0;0;0;1;0;0;35;;35
09479;5;3;1;0;1;0;0;0;0;0;0;0;0;20;;20
09480;1;3;1;0;0;0;0;0;0;0;1;0;0;20;;20
09481;4;9;3;0;0;0;1;0;0;0;0;0;0;40;;40
09491;5;3;5;0;0;0;0;0;0;0;0;1;0;7;;7
09491;5;5;2;0;0;0;0;0;0;0;0;1;0;2;;2
09496;6;9;10;1;0;0;0;0;0;0;0;0;0;150;;150
09497;1;2;2;0;0;0;0;0;0;0;0;0;0;14;;14
09497;1;3;4;0;0;1;0;0;0;0;1;0;0;60;;60
09502;2;9;4;0;0;1;1;0;0;0;0;0;0;100;;100
09507;3;1;2;0;0;0;0;0;0;1;0;0;0;40;;40
09507;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;40
09512;6;9;8;0;0;0;1;0;0;0;0;0;0;150;;150
09518;5;1;1;0;0;0;1;0;0;0;0;0;0;23;;23
09520;5;1;5;0;0;0;0;0;0;0;1;0;0;50;;50
09520;5;2;99;0;0;0;0;0;0;0;0;0;0;100;;100
09520;5;2;99;0;0;0;0;0;0;0;0;0;0;100;;100
09520;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;100
09520;5;5;10;0;0;0;1;0;0;0;0;0;0;100;;100
09520;5;7;3;0;0;0;1;0;0;0;0;0;0;30;;30
09520;5;7;3;0;0;0;1;0;0;0;0;0;0;30;;40
09520;5;9;6;0;0;0;1;0;0;0;0;0;0;70;;70
09522;4;4;1;0;0;0;0;0;0;0;0;0;0;7;;7
09525;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;14
09525;3;9;5;0;0;0;0;0;0;0;1;0;0;200;;200
09528;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;17
09528;2;5;2;0;0;0;1;0;0;0;0;0;0;48;;48
09528;2;7;1;0;0;1;0;0;0;0;0;0;0;79;;79
09534;2;1;2;0;0;0;1;0;0;0;0;0;0;30;;30
09544;6;9;2;0;0;0;1;0;0;0;0;0;0;15;;15
09551;2;9;1;0;0;0;1;0;0;0;0;0;0;5;;5
09558;4;3;5;0;0;0;0;0;0;0;1;0;0;50;;50
09561;5;3;4;0;0;0;0;0;0;0;1;0;0;75;;75
09570;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;14
09570;6;9;4;0;0;0;1;0;0;0;1;0;0;25;;25
09575;3;1;1;0;0;1;0;0;0;0;0;0;0;10;;10
09575;3;7;2;0;0;1;0;0;0;0;0;0;0;70;;70
09575;3;9;6;0;0;1;0;0;0;0;0;0;0;160;;160
09577;6;7;99;0;0;0;0;0;0;0;0;0;0;999999;;20
09579;1;3;1;0;1;0;0;0;0;0;0;0;0;14;;14
09580;6;2;99;0;0;0;0;0;0;0;0;0;0;999999;;10
09580;6;3;7;0;0;0;0;0;0;0;1;0;0;130;;130
09580;6;5;2;0;0;0;0;0;0;0;1;0;0;30;;30
09580;6;9;4;0;0;0;0;0;0;0;1;0;0;100;;100
09583;1;1;5;0;0;0;0;0;0;0;1;0;0;50;;50
09583;1;3;10;0;0;0;0;0;0;0;1;0;0;60;;60
09584;5;3;3;0;0;0;0;0;0;0;1;0;0;70;;70
09600;3;3;4;0;0;0;0;0;0;0;1;0;0;50;;50
09600;3;7;4;0;0;0;0;0;0;0;0;0;1;5;;5
09600;3;9;1;0;0;0;0;1;0;0;0;0;0;20;;20
09601;2;3;15;1;0;0;0;0;0;0;1;0;0;140;;140
09610;3;1;10;0;0;0;0;0;0;0;1;0;0;81;;81
09614;4;3;5;0;0;0;0;0;0;1;0;0;0;70;;70
09620;5;3;3;0;0;0;0;0;0;0;0;0;1;30;;30
09626;2;9;2;0;0;0;1;0;0;0;0;0;0;15;;15
09636;5;1;4;0;0;0;0;0;0;0;1;0;0;40;;40
09636;5;3;1;0;0;0;0;0;0;0;1;0;0;20;;20
09636;5;4;2;0;0;0;0;0;0;0;0;0;0;20;;20
09646;6;3;3;0;0;0;0;0;0;1;0;0;0;41;;41
09653;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;22
09660;3;3;1;0;0;0;0;0;0;0;1;0;0;20;;20
09661;4;3;5;0;0;0;0;0;0;1;0;0;0;150;;150
09661;4;7;2;0;0;0;0;0;0;1;0;0;0;100;;100
09663;5;3;3;0;0;0;0;0;0;0;1;0;0;35;;35
09667;1;2;3;0;0;0;0;0;0;0;0;0;0;9;;9
09667;1;3;4;0;0;0;0;0;0;0;1;0;0;80;;80
09668;5;5;2;0;0;0;0;0;0;1;0;0;0;30;;30
09671;5;1;2;0;0;0;0;1;0;0;0;0;0;30;;30
09671;5;3;2;0;0;0;1;0;0;0;0;0;0;10;;10
09671;5;5;1;0;0;0;1;0;0;0;0;0;0;10;;10
09671;5;7;1;0;0;0;0;0;0;0;0;0;1;15;;15
09672;2;3;7;0;0;0;0;0;0;0;1;0;0;70;;70
09674;5;3;5;0;0;0;0;0;0;1;0;0;0;48;;48
09675;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;15
09679;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;15
09679;1;7;99;0;0;0;0;0;0;0;0;0;0;999999;;30
09684;1;3;10;0;0;1;0;0;0;0;1;0;0;100;;100
09684;1;9;3;0;0;1;0;0;0;0;1;0;0;100;;100
09686;4;1;4;0;0;1;1;0;0;0;0;0;0;40;;40
09686;4;2;2;0;0;0;0;0;0;0;0;0;0;20;;20
09686;4;3;8;0;0;1;0;0;0;0;1;0;0;120;;120
09687;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;24
09692;3;3;7;0;0;0;1;0;0;0;0;0;0;140;;140
09692;3;5;3;0;0;0;1;0;0;0;0;0;0;56;;56
09692;3;9;5;0;0;0;0;0;1;0;0;0;0;60;;60
09699;1;3;6;0;0;0;0;0;0;1;1;0;0;60;;60
09700;5;9;2;0;0;0;0;0;0;0;1;0;0;13;0;13
09703;3;2;99;0;0;0;0;0;0;0;0;0;0;999999;;10
09703;3;7;1;0;0;0;0;0;0;1;0;0;0;30;;30
09703;3;9;1;0;0;0;0;0;0;1;0;0;0;30;;30
09712;3;9;2;0;0;0;0;0;0;0;1;0;0;165;;165
09713;5;4;1;0;0;0;0;0;0;0;0;0;0;7;;25
09713;5;4;1;0;0;0;0;0;0;0;0;0;0;7;;7
09714;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;30
09715;3;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
09715;3;3;3;0;0;0;0;0;0;0;0;0;1;40;;40
09715;3;7;1;0;0;1;0;0;0;0;0;0;0;37;;37
09715;3;9;5;0;0;0;0;0;0;0;0;0;1;200;;200
09718;2;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
09718;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;22
09723;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;15
09723;4;9;1;0;0;0;0;0;0;0;1;0;0;15;;15
09726;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;12
09730;3;3;2;0;1;0;0;0;0;0;0;0;0;30;;30
09731;1;3;4;0;0;1;0;0;0;0;0;0;0;105;;105
09736;6;3;6;0;0;0;0;0;0;1;0;0;0;63;;63
09743;1;3;3;0;0;0;0;0;0;0;1;0;0;60;;60
09745;1;3;2;0;0;1;0;0;0;0;1;0;0;40;;40
09752;6;7;1;0;0;0;1;0;0;0;0;0;0;49;;49
09752;6;9;2;0;0;0;0;0;0;0;1;0;0;65;;65
09769;2;1;3;0;0;0;0;0;0;1;0;0;0;60;;60
09773;3;3;6;0;0;0;0;0;0;0;1;0;0;100;;100
09777;3;3;10;0;0;0;1;0;0;1;0;0;0;140;;140
09785;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;60
09788;4;7;99;0;0;0;0;0;0;0;0;0;0;999999;;10
09793;2;3;30;0;0;0;0;0;0;0;0;1;0;100;;100
09799;5;1;2;0;0;0;0;0;0;1;0;0;0;12;;12
09799;5;3;15;0;0;0;0;0;0;0;1;0;0;100;;100
09799;5;5;2;0;0;0;0;0;0;0;1;0;0;20;;20
09808;3;3;1;0;0;0;0;0;0;1;0;0;0;13;;13
