IDENT_MEN;VAG;NBVEHIC;MARQUE;CARBU1;CARBU2;CARBU3;CARBU4;CARBU5;Anvoi;EXPVOI1;EXPVOI2;EXPVOI3;EXPVOI4;Provoi;Protrav;Km_Auto;Repar_auto;Fraisvoi;Persvoi;Quivoi;Apvoi;Gravoi;Recvoi;Moisvoi;Lieuvoi;Acqvoi;Crevoi;Empvoi;Apervoi;Mcrevoi;Ancvoi;Repvoi;Privoi;MARQUE_D;NUMVEHIC;FRAISVOI_D;REPAR_AUTO_D;MCREVOI_D;PRIVOI_D;REPVOI_D
13571;1;1;FORD;1;0;0;0;0;2011;0;1;1;0;50;;;0;0;1;2;3;;2011;;;;;;;;;;;FORD - NON SPECIFIE;1;;;;;
13573;2;2;CITROEN C4;0;1;0;0;0;2008;1;0;1;0;;50;150;0;300;1;1;3;;2010;;;;;;;;;;;CITROEN C4;1;300;;;;
13573;2;2;OPEL STEFIA;1;0;0;0;0;1997;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;OPEL;2;;;;;
13574;2;1;CLIO;1;0;0;0;0;2012;1;0;1;0;;80;200;0;120;1;1;3;;2016;9;2;2;3;0;7300;;2;2700;10000;RENAULT CLIO;1;120;;;10000;2700
13575;1;1;CITROEN C2;0;1;0;0;0;2008;1;0;1;0;;30;500;3000;180;1;1;4;;;;;;;;;;;;;CITROEN C2;1;180;3000;;;
13578;4;1;HYUNDAI SANTA FE;0;1;0;0;0;2011;1;0;0;0;;50;50;0;0;1;1;3;;2011;;;;;;;;;;;HYUNDAI SANTA FE 4X4;1;;;;;
13580;3;1;HYUNDAI;1;0;0;0;0;2010;1;0;0;0;;80;75;556;0;1;1;3;;2010;;;;;;;;;;;HYUNDAI - NON SPECIFIE;1;;556;;;
13581;5;2;PARTNER PEUGEOT;0;1;0;0;0;2008;0;0;1;0;;;;500;80;1;2;3;;2014;;;;;;;;;;;PEUGEOT PARTNER;1;80;500;;;
13581;5;2;RENAULT LAGUNA;0;1;0;0;0;1998;0;0;1;0;;;;0;120;3;;3;;1998;;;;;;;;;;;RENAULT LAGUNA;2;120;;;;
13582;4;1;TOYOTA YARIS;1;0;0;0;0;2002;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;TOYOTA YARIS;1;;;;;
13585;2;2;CITROEN C5;0;1;0;0;0;2002;1;0;1;0;;80;300;1180;0;1;1;4;;;;;;;;;;;;;CITROEN C5;1;;1180;;;
13585;2;2;FIAT DUCATO;0;1;0;0;0;2011;1;0;1;0;;10;100;150;0;1;2;3;;2011;;;;;;;;;;;FIAT - UTILITAIRE;2;;150;;;
13586;4;1;PEUGEOT;1;0;0;0;0;2011;0;0;1;0;;;;300;250;1;1;3;;2011;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;250;300;;;
13587;4;1;FORD FIESTA;1;0;0;0;0;2014;1;0;1;0;;70;300;0;0;1;1;3;;2016;10;2;2;3;0;11000;;1;200;11000;FORD FIESTA;1;;;;11000;200
13588;1;1;HONDA;0;1;0;0;0;2010;1;0;1;0;;40;99999;999999;60;3;;3;;2012;;;;;;;;;;;HONDA - NON SPECIFIE;1;60;345;;;
13589;6;1;PEUGEOT 4008;0;1;0;0;0;2012;0;0;1;0;;;;0;0;1;2;3;;2016;7;;;;;;;;;;PEUGEOT 4008;1;;;;;
13590;5;1;CITROEN C3;0;1;0;0;0;2007;0;0;1;0;;;;0;0;2;;3;;2010;;;;;;;;;;;CITROEN C3;1;;;;;
13591;2;1;CITROEN BERLINGO;0;1;0;0;0;2014;0;0;1;0;;;;0;120;1;1;3;;2014;;;;;;;;;;;CITROEN BERLINGO;1;120;;;;
13592;5;1;RENAULT SCENIC;0;1;0;0;0;2004;0;0;1;0;;;;1000;0;1;2;3;;2009;;;;;;;;;;;RENAULT SCENIC;1;;1000;;;
13593;1;3;CLIO;0;1;0;0;0;2006;1;0;1;0;;999;99999;0;0;1;3;4;;;;;;;;;;;;;RENAULT CLIO;1;;;;;
13593;1;3;RENAULT KADJAR;0;1;0;0;0;2016;1;0;1;0;;80;99999;0;0;1;1;3;;2016;7;2;1;1;20688;0;1293;3;0;20688;RENAULT KADJAR;2;;;1293;20688;0
13593;1;3;RENAULT KANGOO;0;1;0;0;0;2012;1;0;1;0;;999;99999;0;0;1;2;3;;2012;;;;;;;;;;;RENAULT KANGOO;3;;;;;
13595;3;1;VOLVO;0;1;0;0;0;2005;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;VOLVO - NON SPECIFIE;1;;;;;
13596;2;1;PEUGEOT;0;1;0;0;0;2010;0;0;1;0;;;;500;999999;1;1;3;;2010;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;100;500;;;
13597;6;1;NISSAN;0;1;0;0;0;2011;1;0;1;0;;30;140;900;0;1;1;3;;2011;;;;;;;;;;;NISSAN - NON SPECIFIE;1;;900;;;
13598;1;1;NISSAN MICRA;0;1;0;0;0;2006;1;0;1;0;;80;380;0;296;1;1;3;;2007;;;;;;;;;;;NISSAN MICRA;1;296;;;;
13599;2;1;TERRACAN;0;1;0;0;0;2007;0;0;1;0;;;;450;150;1;1;3;;2007;;;;;;;;;;;HYUNDAI;1;150;450;;;
13600;2;2;RENAULT MEGANE;0;1;0;0;0;2014;1;0;1;0;;80;150;0;100;1;2;3;;2014;;;;;;;;;;;RENAULT MEGANE;1;100;;;;
13600;2;2;RENAULT SCENIC;0;1;0;0;0;2012;1;0;1;0;;70;200;0;70;1;1;3;;2012;;;;;;;;;;;RENAULT SCENIC;2;70;;;;
13602;3;1;RENAULT SCENIC;1;0;0;0;0;2005;1;1;1;0;0;0;130;660;0;1;1;3;;2014;;;;;;;;;;;RENAULT SCENIC;1;;660;;;
13603;3;1;AIXAM;0;1;0;0;0;2012;0;0;1;0;;;;0;0;1;1;3;;2012;;;;;;;;;;;SANS PERMIS;1;;;;;
13604;3;2;207 SW;1;0;0;0;0;2009;0;0;1;0;;;;0;270;1;2;3;;2011;;;;;;;;;;;PEUGEOT 207;1;270;;;;
13604;3;2;C4 CITROEN;1;0;0;0;0;2015;0;0;1;0;;;;0;72;1;1;3;;2015;;;;;;;;;;;CITROEN C4;2;72;;;;
13606;1;1;PEUGEOT;0;1;0;0;0;2012;1;0;1;0;;60;230;300;80;1;1;3;;2014;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;80;300;;;
13608;3;2;ALPHA ROMEO;0;1;0;0;0;2012;0;0;1;0;;;;0;0;1;1;3;;2013;;;;;;;;;;;ALFA ROMEO - NON SPECIFIE;1;;;;;
13608;3;2;OPEL CORSA;0;1;0;0;0;2011;0;0;1;0;;;;0;0;1;2;3;;2012;;;;;;;;;;;OPEL CORSA;2;;;;;
13609;5;2;PEUGEOT;0;1;0;0;0;2015;0;0;1;0;;;;2000;1500;1;1;3;;2015;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;1500;2000;;;
13609;5;2;TOYOTA;0;1;0;0;0;1989;0;0;1;0;;;;695;0;1;1;3;;1989;;;;;;;;;;;TOYOTA - NON SPECIFIE;2;;695;;;
13610;4;2;KANGOO;0;1;0;0;0;2003;0;0;1;0;;;;0;0;1;2;3;;2009;;;;;;;;;;;RENAULT KANGOO;1;;;;;
13610;4;2;MEGANE;0;1;0;0;0;2009;1;0;1;0;;80;120;0;70;1;1;3;;2013;;;;;;;;;;;RENAULT MEGANE;2;70;;;;
13611;1;2;CITROEN XARA PICASSO;0;1;0;0;0;2000;0;0;1;0;;;;0;52;1;2;3;;2010;;;;;;;;;;;CITROEN XSARA;1;52;;;;
13611;1;2;CITROEN XM;0;1;0;0;0;1992;0;0;1;0;;;;0;52;1;1;3;;2006;;;;;;;;;;;CITROEN XM;2;52;;;;
13614;3;1;JUMPY;0;0;0;0;1;2005;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;CITROEN JUMPY;1;;;;;
13615;1;1;RENAULT;1;0;0;0;0;2001;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;;;;
13616;1;1;TWINGO;1;0;0;0;0;1999;0;0;1;0;;;;0;0;1;1;3;;2002;;;;;;;;;;;RENAULT TWINGO;1;;;;;
13617;4;1;DACIA LOGAN;0;1;0;0;0;2005;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;DACIA LOGAN;1;;;;;
13618;1;1;FORD FIESTA;0;1;0;0;0;2013;0;1;1;0;2;;;0;50;1;1;4;;;;;;;;;;;;;FORD FIESTA;1;50;;;;
13619;3;1;CITROEN;0;1;0;0;0;2012;1;0;1;0;;80;300;320;0;1;1;3;;2012;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;320;;;
13620;6;1;RENAULT CLIO;1;0;0;0;0;2016;0;0;1;0;;;;0;0;1;1;3;;2016;3;;;;;;;;;;RENAULT CLIO;1;;;;;
13621;1;1;CASHQUAI;1;0;0;0;0;2010;1;0;1;0;;50;30;0;0;1;1;3;;2010;;;;;;;;;;;NISSAN QASHQAI;1;;;;;
13622;3;2;JUMPEUR;0;1;0;0;0;1994;0;0;1;0;;;;0;80;1;1;3;;2005;;;;;;;;;;;CITROEN JUMPER;1;80;;;;
13622;3;2;VOLVO S 60;0;1;0;0;0;2013;1;0;1;0;;30;300;0;0;1;1;3;;2014;;;;;;;;;;;VOLVO;2;;;;;
13624;3;1;RENAULT MEGANE;0;1;0;0;0;2009;1;0;1;0;;80;150;0;0;1;1;3;;2016;7;2;2;3;0;5700;;1;400;6100;RENAULT MEGANE;1;;;;6100;400
13625;6;1;CLIO;0;1;0;0;0;2009;1;0;1;0;;0;32;372;0;1;1;3;;2012;;;;;;;;;;;RENAULT CLIO;1;;372;;;
13626;4;2;DS4;0;1;0;0;0;2011;1;0;1;0;;25;1200;0;1360;1;2;3;;2012;;;;;;;;;;;CITROEN DS4;1;1360;;;;
13626;4;2;PEUGEOT 106;1;0;0;0;0;1996;1;0;1;0;;75;30;496;128;1;1;3;;2014;;;;;;;;;;;PEUGEOT 106;2;128;496;;;
13627;3;1;MERCEDES;0;1;0;0;0;2016;1;0;1;0;;999;99999;0;0;1;1;3;;2016;7;2;1;1;36000;0;4500;3;0;999998;MERCEDES - NON SPECIFIE;1;;;4500;36000;0
13628;3;1;POLO;0;1;0;0;0;2008;1;0;1;0;;70;150;0;500;1;1;3;;2013;;;;;;;;;;;VOLKSWAGEN POLO;1;500;;;;
13629;1;2;SCENIC;1;0;0;0;0;2001;1;0;0;0;;80;384;0;0;1;1;3;;2002;;;;;;;;;;;RENAULT SCENIC;1;;;;;
13629;1;2;TWINGO;1;0;0;0;0;2008;1;0;1;0;;0;14;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT TWINGO;2;;;;;
13630;5;1;FORD FOCUS;0;1;0;0;0;2008;0;0;1;0;;;;318;0;1;2;3;;2010;;;;;;;;;;;FORD FOCUS;1;;318;;;
13631;1;2;PEUGEOT 5008;0;1;0;0;0;2012;1;0;1;0;;90;200;0;0;1;1;3;;2014;;;;;;;;;;;PEUGEOT 5008;1;;;;;
13631;1;2;TOYOTA YARIS;0;1;0;0;0;2007;1;0;1;0;;90;200;0;0;1;2;3;;2010;;;;;;;;;;;TOYOTA YARIS;2;;;;;
13632;6;2;FIAT DUCATO;0;1;0;0;0;2009;0;0;1;0;;;;350;150;3;;3;;2009;;;;;;;;;;;FIAT - UTILITAIRE;1;150;350;;;
13632;6;2;TOYOTA YARIS HYBRIDE;1;0;0;1;0;2014;0;0;1;0;;;;0;180;1;2;3;;2014;;;;;;;;;;;TOYOTA YARIS;2;180;;;;
13634;6;1;BMW 325;0;1;0;0;0;2006;0;0;1;0;;;;0;0;1;2;3;;2011;;;;;;;;;;;BMW SERIE 3;1;;;;;
13635;3;2;LAGUNA;0;1;0;0;0;2005;1;1;1;0;80;80;150;0;100;1;2;3;;2005;;;;;;;;;;;RENAULT LAGUNA;1;100;;;;
13635;3;2;TIGUAN;0;1;0;0;0;2005;1;1;1;0;50;50;50;0;50;1;1;3;;2005;;;;;;;;;;;VOLKSWAGEN TIGUAN;2;50;;;;
13636;2;1;C4 PICASSO;0;1;0;0;0;2009;1;0;1;0;;90;140;0;0;1;1;3;;2015;5;;;;;;;;;;CITROEN PICASSO;1;;;;;
13637;6;1;OPEL CORSA;1;0;0;0;0;2004;1;0;1;0;;80;150;0;0;1;1;3;;2008;;;;;;;;;;;OPEL CORSA;1;;;;;
13638;3;3;807;0;1;0;0;0;2011;0;0;1;0;;;;0;350;1;1;3;;2011;;;;;;;;;;;PEUGEOT 807;1;350;;;;
13638;3;3;HONDA;1;0;0;0;0;2007;1;0;0;0;;100;300;0;0;1;2;3;;2011;;;;;;;;;;;HONDA - NON SPECIFIE;2;;;;;
13638;3;3;SUZUKI;1;0;0;0;0;2005;1;0;1;0;;0;150;0;0;3;;3;;2009;;;;;;;;;;;SUZUKI - NON SPECIFIE;3;;;;;
13640;2;1;C3;0;1;0;0;0;2010;1;1;1;0;0;40;100;0;0;1;1;3;;2013;;;;;;;;;;;CITROEN C3;1;;;;;
13642;4;1;RENAULT CLIO;1;0;0;0;0;2005;1;0;1;0;;0;350;0;0;1;1;3;;2016;9;3;2;3;0;1100;;2;500;1600;RENAULT CLIO;1;;;;1600;500
13643;6;2;FIAT PUNTO;0;1;0;0;0;2006;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;FIAT PUNTO;1;;;;;
13643;6;2;FORD FIESTA;1;0;0;0;0;2014;1;0;1;0;;100;60;0;0;1;2;3;;2014;;;;;;;;;;;FORD FIESTA;2;;;;;
13644;3;1;OPEL ZAFIRA;1;0;0;0;0;2010;1;0;1;0;;20;120;0;0;1;1;3;;2016;8;3;2;3;;;;5;;2000;OPEL ZAFIRA;1;;;;2000;
13646;4;2;TOYOTA;1;0;0;0;0;2010;0;0;0;1;;;;999999;0;1;2;3;;2010;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;853;;;
13646;4;2;TOYOTA;0;1;0;0;0;2015;1;0;1;0;;60;33;0;0;1;1;3;;2015;;;;;;;;;;;TOYOTA - NON SPECIFIE;2;;;;;
13647;6;3;C3;1;0;0;0;0;2013;1;0;1;0;;80;80;0;0;1;3;3;;2013;;;;;;;;;;;CITROEN C3;1;;;;;
13647;6;3;C4 PICASS0;0;1;0;0;0;2008;0;0;1;0;;;;570;0;1;2;3;;2008;;;;;;;;;;;CITROEN PICASSO;2;;570;;;
13647;6;3;C4 PICASSO;1;0;0;0;0;2017;0;0;1;0;;;;0;0;1;1;3;;2017;3;2;1;1;7000;11000;999999;1;6800;22083;CITROEN PICASSO;3;;;858;22083;6800
13649;1;1;FORD FOCUS 3;0;1;0;0;0;2012;1;0;1;0;;0;400;0;350;1;1;3;;2012;;;;;;;;;;;FORD FOCUS;1;350;;;;
13650;4;2;OPEL SAFIRA;0;1;0;0;0;2010;0;0;1;0;;;;0;0;1;1;3;;2015;;;;;;;;;;;OPEL ZAFIRA;1;;;;;
13650;4;2;RENAULT LAGUNA;0;1;0;0;0;2009;1;0;0;0;;100;350;0;0;1;2;3;;2011;;;;;;;;;;;RENAULT LAGUNA;2;;;;;
13651;6;2;TOURAN;0;1;0;0;0;2007;1;0;1;0;;80;400;0;0;1;2;3;;2013;;;;;;;;;;;VOLKSWAGEN TOURAN;1;;;;;
13651;6;2;TWINGO;0;1;0;0;0;2009;1;0;1;0;;0;150;500;0;1;1;3;;2014;;;;;;;;;;;RENAULT TWINGO;2;;500;;;
13652;1;3;CHEVROLET CORVET;1;0;0;0;0;1977;0;0;1;0;;;;0;1700;1;2;4;;;;;;;;;;;;;CHEVROLET;1;1700;;;;
13652;1;3;CLIO;0;1;0;0;0;2012;1;1;1;0;0;80;200;1300;0;1;1;3;;2013;;;;;;;;;;;RENAULT CLIO;2;;1300;;;
13652;1;3;COCCINELLE;1;0;0;0;0;1975;1;0;1;0;;0;15;400;0;1;2;4;;;;;;;;;;;;;VOLKSWAGEN - GROUPE;3;;400;;;
13653;4;1;FORD FOCUS;0;1;0;0;0;2012;0;0;1;0;;;;0;0;1;2;3;;2012;;;;;;;;;;;FORD FOCUS;1;;;;;
13654;2;1;PEUGEOT 206;0;1;0;0;0;2001;1;0;1;0;;100;200;400;0;1;1;3;;2014;;;;;;;;;;;PEUGEOT 206;1;;400;;;
13656;5;3;C3;0;1;0;0;0;2014;1;0;1;0;;80;360;354;116;1;2;3;;2014;;;;;;;;;;;CITROEN C3;1;116;354;;;
13656;5;3;CLIO;1;0;0;0;0;2007;0;1;0;0;100;;;75;106;1;1;3;;2007;;;;;;;;;;;RENAULT CLIO;2;106;75;;;
13656;5;3;CLIO;1;0;0;0;0;2011;0;0;1;0;;;;678;78;1;3;4;;;;;;;;;;;;;RENAULT CLIO;3;78;678;;;
13657;2;1;FORD C MAX;0;1;0;0;0;2012;0;0;1;0;;;;0;500;1;2;3;;2013;;;;;;;;;;;FORD C-MAX;1;500;;;;
13658;3;2;RENAULT;0;1;0;0;0;2001;1;0;1;0;;5;150;400;0;1;1;3;;2012;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;400;;;
13658;3;2;VOLVO;0;1;0;0;0;2006;1;0;1;0;;5;100;0;0;1;2;3;;2010;;;;;;;;;;;VOLVO - NON SPECIFIE;2;;;;;
13660;3;2;PEUGEOT 3008;0;1;0;0;0;2014;1;0;1;0;;50;200;0;0;1;2;3;;2014;;;;;;;;;;;PEUGEOT 3008;1;;;;;
13660;3;2;RENAULT MEGANE;0;1;0;0;0;2009;1;0;1;0;;60;100;0;0;1;1;3;;2012;;;;;;;;;;;RENAULT MEGANE;2;;;;;
13661;1;4;BMW 320;1;0;0;0;0;1990;0;0;0;1;;;;0;0;3;;3;;1999;;;;;;;;;;;BMW SERIE 3;1;;;;;
13661;1;4;FORD COUGA;0;1;0;0;0;2011;0;0;1;0;;;;0;0;1;1;3;;2016;5;2;2;1;6000;7000;875;3;0;13000;FORD - GROUPE;2;;;875;13000;0
13661;1;4;GOLF VOLKSWAGEN;0;1;0;0;0;1986;0;0;1;0;;;;0;0;1;2;3;;2004;;;;;;;;;;;VOLKSWAGEN GOLF;3;;;;;
13661;1;4;OPEL FRONTERA;0;1;0;0;0;1998;0;0;0;1;;;;0;0;3;;3;;2013;;;;;;;;;;;OPEL FRONTERA 4X4;4;;;;;
13662;3;1;FORD FIESTA;0;1;0;0;0;2011;1;0;1;0;;20;145;416;472;1;1;3;;2011;;;;;;;;;;;FORD FIESTA;1;472;416;;;
13666;6;1;VOLVO V40;0;1;0;0;0;1997;0;0;1;0;;;;350;0;1;2;4;;;;;;;;;;;;;VOLVO - GROUPE;1;;350;;;
13668;4;2;PEUGEOT 2008;0;1;0;0;0;2016;0;0;1;0;;;;0;0;1;1;3;;2016;10;2;2;1;15000;999999;999999;1;1500;22000;PEUGEOT 2008;1;;;2758;22000;1500
13668;4;2;PEUGEOT 207;0;1;0;0;0;2008;1;0;1;0;;80;170;900;0;1;2;3;;2008;;;;;;;;;;;PEUGEOT 207;2;;900;;;
13669;1;1;SUZUKI SWIFT;0;1;0;0;0;2007;0;0;1;0;;;;0;0;1;1;4;;;;;;;;;;;;;SUZUKI SWIFT;1;;;;;
13670;3;1;206;1;0;0;0;0;2013;0;0;1;0;;;;0;0;1;1;3;;2013;;;;;;;;;;;PEUGEOT 206;1;;;;;
13672;2;2;POLO;0;1;0;0;0;1999;1;0;1;0;;0;0;0;0;1;2;2;2;;;;;;;;;;;;VOLKSWAGEN POLO;1;;;;;
13672;2;2;X5;0;1;0;0;0;2004;1;0;1;0;;0;300;0;0;1;2;3;;2014;;;;;;;;;;;BMW;2;;;;;
13673;1;2;CHRYSLER;0;1;0;0;0;2002;1;0;1;0;;0;50;1287;0;1;1;3;;2014;;;;;;;;;;;CHRYSLER - NON SPECIFIE;1;;1287;;;
13673;1;2;FORD;1;0;0;0;0;1998;1;0;1;0;;80;60;0;0;1;2;3;;2007;;;;;;;;;;;FORD - NON SPECIFIE;2;;;;;
13674;1;1;RENAULT;0;1;0;0;0;2008;0;0;1;0;;;;0;0;1;1;3;;2010;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;;;;
13675;4;1;RENAULT LAGUNA;0;1;0;0;0;2011;1;0;1;0;;999;99999;0;0;1;1;3;;2016;4;;;;;;;;;;RENAULT LAGUNA;1;;;;;
13676;5;1;CITROEN DS3;0;1;0;0;0;2011;0;0;1;0;;;;0;600;1;1;3;;2011;;;;;;;;;;;CITROEN DS3;1;600;;;;
13678;4;1;PEUGEOT 208;0;1;0;0;0;2011;1;0;1;0;;2;114;0;0;1;1;3;;2014;;;;;;;;;;;PEUGEOT 208;1;;;;;
13680;6;2;AUDI A1;1;0;0;0;0;2011;0;0;1;0;;;;0;0;1;2;3;;2011;;;;;;;;;;;AUDI - GROUPE;1;;;;;
13680;6;2;MAZDA;0;1;0;0;0;2009;0;0;1;0;;;;0;250;1;1;3;;2009;;;;;;;;;;;MAZDA - NON SPECIFIE;2;250;;;;
13682;4;1;GOLF 5;0;1;0;0;0;2004;0;0;1;0;;;;1300;0;1;1;3;;2004;;;;;;;;;;;VOLKSWAGEN GOLF;1;;1300;;;
13683;1;1;FORD FIESTA;1;0;0;0;0;2013;0;0;1;0;;;;0;0;1;1;3;;2013;;;;;;;;;;;FORD FIESTA;1;;;;;
13685;2;1;CLIO;1;0;0;0;0;2006;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT CLIO;1;;;;;
13686;1;1;KIA;1;0;0;0;0;2012;1;0;1;0;;20;99999;600;800;1;1;3;;2012;;;;;;;;;;;KYA - NON SPECIFIE;1;800;600;;;
13687;3;2;206 PEUGEOT;1;0;0;0;0;2005;0;0;1;0;;;;368;0;1;1;3;;2013;;;;;;;;;;;PEUGEOT 206;1;;368;;;
13687;3;2;KANGOO;0;1;0;0;0;2005;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;RENAULT KANGOO;2;;;;;
13688;5;1;SANDERO;1;0;0;0;0;2013;0;0;1;0;;;;350;0;1;1;3;;2013;;;;;;;;;;;DACIA SANDERO;1;;350;;;
13689;5;2;LAND ROVER;1;0;0;0;0;2000;0;0;1;0;;;;350;0;1;2;3;;2005;;;;;;;;;;;LANDROVER 4X4;1;;350;;;
13689;5;2;WOLSWAGEN CALIFORNIA;0;1;0;0;0;2001;0;0;1;0;;;;590;0;1;2;3;;2006;;;;;;;;;;;VOLKSWAGEN;2;;590;;;
13690;1;1;PEUGEOT 207;0;1;0;0;0;2001;1;0;1;0;;0;100;0;300;1;1;4;;;;;;;;;;;;;PEUGEOT 207;1;300;;;;
13691;1;1;FORD FOCUS;1;0;0;0;0;2006;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;FORD FOCUS;1;;;;;
13693;1;2;FORD C MAX;0;1;0;0;0;2011;0;0;1;0;;;;1200;0;1;2;3;;2015;4;;;;;;;;;;FORD C-MAX;1;;1200;;;
13693;1;2;VOLKSWAGEN GOLF;0;1;0;0;0;2006;1;0;1;0;;100;200;0;0;1;1;3;;2008;;;;;;;;;;;VOLKSWAGEN GOLF;2;;;;;
13694;5;2;RENAULT CAPTUR;0;1;0;0;0;2012;0;0;1;0;;;;0;56;1;1;3;;2013;;;;;;;;;;;RENAULT CAPTUR;1;56;;;;
13694;5;2;TWINGO;1;0;0;0;0;1996;0;0;1;0;;;;189;40;1;1;3;;2015;;;;;;;;;;;RENAULT TWINGO;2;40;189;;;
13695;1;1;SUV;1;0;0;0;0;2015;0;0;1;0;;;;0;0;1;1;3;;2015;12;2;2;1;10000;17000;2254;1;3000;30000;NON SPECIFIE;1;;;2254;30000;3000
13696;6;2;GOLF;1;0;0;0;0;2000;0;0;1;0;;;;0;0;1;2;3;;2000;;;;;;;;;;;VOLKSWAGEN GOLF;1;;;;;
13696;6;2;TWINGO;1;0;0;0;0;1999;0;0;1;0;;;;0;100;1;1;3;;1999;;;;;;;;;;;RENAULT TWINGO;2;100;;;;
13699;2;1;TOYOTA;1;0;0;0;0;2009;0;0;1;0;;;;0;0;1;2;3;;2014;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;;;;
13700;5;1;MERCEDES C200;0;1;0;0;0;2005;1;0;1;0;;60;100;0;600;1;1;3;;2010;;;;;;;;;;;MERCEDES CLASSE C;1;600;;;;
13701;2;1;RENAULT CLIO;1;0;0;0;0;2003;0;0;1;0;;;;0;150;1;1;3;;2016;8;3;2;3;0;0;;2;4500;4500;RENAULT CLIO;1;150;;;4500;4500
13702;6;1;RENAULT TWINGO;1;0;0;0;0;2009;0;0;1;0;;;;469;160;1;1;3;;2009;;;;;;;;;;;RENAULT TWINGO;1;160;469;;;
13703;4;1;CITROEN C4 PICASSO;1;0;0;0;0;2015;1;0;1;0;;0;50;0;104;1;1;3;;2015;;;;;;;;;;;CITROEN PICASSO;1;104;;;;
13704;2;2;306;1;0;0;0;0;2000;0;1;1;0;50;;;0;0;1;2;3;;2000;;;;;;;;;;;PEUGEOT 306;1;;;;;
13704;2;2;PASSAT;1;0;0;0;0;1998;1;0;1;0;;50;150;0;80;1;1;3;;1998;;;;;;;;;;;VOLKSWAGEN PASSAT;2;80;;;;
13705;5;2;AUDI A 2;0;1;0;0;0;2001;0;0;1;0;;;;300;0;1;1;3;;2008;;;;;;;;;;;AUDI - GROUPE;1;;300;;;
13705;5;2;MERCEDES;0;1;0;0;0;2008;0;0;0;1;;;;0;0;1;2;3;;2013;;;;;;;;;;;MERCEDES - NON SPECIFIE;2;;;;;
13707;3;1;FORD RANGER;0;1;0;0;0;2006;0;0;1;0;;;;1100;0;1;2;3;;2010;;;;;;;;;;;FORD 4X4;1;;1100;;;
13708;2;3;FORD TRANSIT;0;1;0;0;0;2008;0;0;0;1;;;;0;0;2;;3;;2010;;;;;;;;;;;FORD TRANSIT;1;;;;;
13708;2;3;PEUGEOT 206;1;0;0;0;0;1999;0;0;1;0;;;;0;0;1;1;3;;2015;6;;;;;;;;;;PEUGEOT 206;2;;;;;
13708;2;3;RENAULD SCENIC;0;1;0;0;0;2001;1;0;0;0;;90;180;500;0;1;1;3;;2014;;;;;;;;;;;RENAULT SCENIC;3;;500;;;
13709;1;1;HYUNDAY;1;0;0;0;0;2013;0;0;1;0;;;;300;0;1;1;3;;2013;;;;;;;;;;;HYUNDAI - NON SPECIFIE;1;;300;;;
13711;3;1;CITROEN C3;1;0;0;0;0;2013;1;0;1;0;;80;230;650;555;1;1;3;;2013;;;;;;;;;;;CITROEN C3;1;555;650;;;
13712;4;1;4X4 HONDA;0;1;0;0;0;2007;0;0;1;0;;;;452;45;3;;3;;2007;;;;;;;;;;;HONDA;1;45;452;;;
13713;2;1;PEUGEOT 807;0;1;0;0;0;2005;0;0;0;1;;;;0;0;3;;3;;2015;2;;;;;;;;;;PEUGEOT 807;1;;;;;
13714;3;1;C3 PICASSO;0;1;0;0;0;2009;1;0;1;0;;80;200;900;0;1;1;3;;2009;;;;;;;;;;;CITROEN PICASSO C2 C3;1;;900;;;
13715;6;1;RENAULT;0;1;0;0;0;2013;1;0;1;0;;40;60;0;140;1;2;3;;2014;;;;;;;;;;;RENAULT - NON SPECIFIE;1;140;;;;
13716;3;1;MINI COOPER;1;0;0;0;0;2012;1;1;1;0;0;100;80;0;0;1;1;3;;2015;;;;;;;;;;;MINI COOPER;1;;;;;
13717;1;2;PEUGEOT 206;0;1;0;0;0;2005;1;0;1;0;;0;0;0;0;1;1;3;;2005;;;;;;;;;;;PEUGEOT 206;1;;;;;
13717;1;2;SCENIC;0;1;0;0;0;2006;1;0;1;0;;20;10;0;541;1;2;3;;2006;;;;;;;;;;;RENAULT SCENIC;2;541;;;;
