IDENT_MEN;VAG;NUMVEHAUT;NBVELOO;NBVELO;NB2R;NAUT;Natvelo;Quivelo;Acqvelo;Lieuvelo;Crevelo;Mvelo;Privelo;Nat2r;Pre2r;MARQUE_D;Puiss2r;Frais2r;Rec2r;Lieu2r;Acq2r;Cre2r;Mcre2r;Pri2r;NatAut;PreAut;FraisAut;Mfraisaut;Recaut;Lieuaut;Acqaut;Creaut;Mcreaut;Priaut;FRAIS2R_D;MCRE2R_D;MCREAUT_D;MFRAISAUT_D;MVELO_D;PRI2R_D;PRIVELO_D;PRIAUT_D
14378;2;1;2;1;;;1;3;2;3;2;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;
14389;1;1;4;2;;;5;1;2;10;2;;750;;;;;;;;;;;;;;;;;;;;;;;;;;;;750;
14389;1;2;4;2;;;5;1;2;8;2;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;
14399;1;1;5;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;1;3;2;2;;999999;;;;;;;;;;;;;;;;850;;
14402;5;1;2;0;1;;;;;;;;;3;RIEJU;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
14411;5;1;4;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
14418;5;1;2;2;;;1;3;1;7;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
14418;5;2;2;2;;;1;3;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
14419;6;1;3;1;;;2;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
14420;5;1;1;0;1;;;;;;;;;1;BMW;BMW - NON SPECIFIE;1;433;2;;;;;;;;;;;;;;;;433;;;;;;;
14426;4;1;3;0;2;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;3;0;1;3;2;2;;1900;;;;;;;;;;;;;;;;1900;;
14426;4;2;3;0;2;;;;;;;;;4;PIAGGIO;PIAGGIO - NON SPECIFIE;3;0;1;2;2;2;;1000;;;;;;;;;;;;;;;;1000;;
14437;1;1;1;1;;;1;1;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
14440;1;1;2;1;;;2;1;1;8;2;;4500;;;;;;;;;;;;;;;;;;;;;;;;;;;;4500;
14446;4;1;4;1;1;;7;2;1;8;2;;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;650;
14446;4;2;4;1;1;;;;;;;;;4;NSP;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14477;6;1;5;2;1;;3;1;1;3;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
14477;6;2;5;2;1;;3;2;1;3;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
14477;6;3;5;2;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;70;2;;;;;;;;;;;;;;;;70;;;;;;;
14478;4;1;3;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14498;5;1;2;1;;;3;1;2;7;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
14504;3;1;2;1;;;5;2;1;8;2;;950;;;;;;;;;;;;;;;;;;;;;;;;;;;;950;
14557;6;1;4;1;;;1;4;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
14561;5;1;2;1;;;1;4;1;4;2;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;
14576;5;1;1;0;1;;;;;;;;;4;YAMAHA TEMAX;;2;100;2;;;;;;;;;;;;;;;;100;;;;;;;
14578;1;1;1;0;1;;;;;;;;;1;YAMAHA FJR;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14581;5;1;2;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;0;1;2;2;2;;4900;;;;;;;;;;;;;;;;4900;;
14597;1;1;1;1;;;1;3;1;7;2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;
14607;6;1;1;1;;;2;1;1;3;2;;482;;;;;;;;;;;;;;;;;;;;;;;;;;;;482;
14613;5;1;3;1;;;1;3;2;10;2;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;
14618;6;1;;;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
14640;2;1;2;1;;;1;4;1;7;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
14642;4;1;2;0;1;;;;;;;;;4;MBK SPIRIT;MBK 50;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
14645;1;1;2;1;;;5;1;1;8;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
14646;1;1;3;0;1;;;;;;;;;1;NSU MAX 250;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14670;4;1;4;0;1;;;;;;;;;1;CROSS RODER;;1;400;1;2;1;2;;11000;;;;;;;;;;;400;;;;;11000;;
14671;3;1;5;2;;2;1;2;2;10;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
14671;3;2;5;2;;2;3;1;2;9;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
14671;3;3;5;2;;2;;;;;;;;;;;;;;;;;;;5;VOITURE DE PISTE;1;1200;1;3;2;2;;700;;;;1200;;;;700
14671;3;4;5;2;;2;;;;;;;;;;;;;;;;;;;5;VOITURE DE PISTE;2;;2;;;;;;;;;;;;;
14677;1;1;;;;1;;;;;;;;;;;;;;;;;;;5;VOITURE DE LOCATION;2;;2;;;;;;;;;;;;;
14687;5;1;;;1;;;;;;;;;1;GOUZZI NEVADA;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14695;5;1;1;1;;;1;3;1;4;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
14697;5;1;4;1;;;1;3;1;8;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
14699;3;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;150;1;3;2;2;;800;;;;;;;;;;;150;;;;;800;;
14701;4;1;8;2;;;1;3;2;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
14701;4;2;8;2;;;1;4;2;10;2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;
14707;5;1;1;1;;;4;2;1;8;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
14712;1;1;2;1;;;1;4;1;7;2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;
14713;1;1;4;2;;;1;4;1;7;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
14713;1;2;4;2;;;3;3;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
14721;3;1;1;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14727;1;1;2;2;;;1;3;1;4;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
14727;1;2;2;2;;;1;4;2;4;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
14729;1;1;4;1;1;;3;3;1;7;2;;690;;;;;;;;;;;;;;;;;;;;;;;;;;;;690;
14729;1;2;4;1;1;;;;;;;;;4;SCOOTER PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;1;3;2;2;;250;;;;;;;;;;;;;;;;250;;
14735;1;1;2;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14757;3;1;;;1;;;;;;;;;1;BOOSTER;YAMAHA 50;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14758;3;1;;;1;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14766;2;1;2;0;1;;;;;;;;;1;MOTO HONDA;HONDA - NON SPECIFIE;3;350;2;;;;;;;;;;;;;;;;350;;;;;;;
14771;3;1;;;1;;;;;;;;;1;BMW;BMW - NON SPECIFIE;1;250;2;;;;;;;;;;;;;;;;250;;;;;;;
14772;3;1;2;0;1;;;;;;;;;3;PEUGEOT;PEUGEOT - NON SPECIFIE;4;12;2;;;;;;;;;;;;;;;;12;;;;;;;
14777;3;1;3;0;1;;;;;;;;;1;MOTO KTM;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14780;6;1;2;2;;;1;3;1;7;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
14780;6;2;2;2;;;1;4;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
14790;6;1;1;1;;;3;2;2;9;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
14791;6;1;4;1;;;3;1;1;4;2;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;
14800;6;1;4;1;;;1;4;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
14814;5;1;1;0;1;;;;;;;;;4;YIYING;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
14822;3;1;2;2;;;1;2;1;7;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;
14822;3;2;2;2;;;1;3;1;7;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;
14823;2;1;3;1;1;;7;1;1;8;2;;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400;
14823;2;2;3;1;1;;;;;;;;;1;HONDA CBX;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14832;5;1;3;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
14835;6;1;;;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;2;300;2;;;;;;;;;;;;;;;;300;;;;;;;
14873;1;1;;;1;;;;;;;;;5;QUAD HSUN;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14903;2;1;1;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;999999;2;;;;;;;;;;;;;;;;980;;;;;;;
14910;5;1;;;1;;;;;;;;;4;SCOOTEUR 125;;3;200;1;2;1;2;;5000;;;;;;;;;;;200;;;;;5000;;
14914;4;1;4;1;;;7;1;2;8;2;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;
14926;4;1;;;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
14939;3;1;5;3;;;1;3;2;10;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
14939;3;2;5;3;;;1;4;2;10;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
14939;3;3;5;3;;;1;5;1;4;2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;
14941;2;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;TROTINETTE;2;;2;;;;;;;;;;;;;
14945;6;1;3;3;;;1;1;2;3;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
14945;6;2;3;3;;;1;3;2;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
14945;6;3;3;3;;;1;4;2;3;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
14947;2;1;1;1;;;4;2;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
14948;4;1;3;1;1;;3;1;1;3;2;;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;320;
14948;4;2;3;1;1;;;;;;;;;1;KAWAZAKI;KAWASAKI - NON SPECIFIE;2;96;2;;;;;;;;;;;;;;;;96;;;;;;;
14957;3;1;5;0;3;;;;;;;;;1;MARTIN;;1;150;2;;;;;;;;;;;;;;;;150;;;;;;;
14957;3;2;5;0;3;;;;;;;;;1;YAMAHA XS;;2;50;2;;;;;;;;;;;;;;;;50;;;;;;;
14957;3;3;5;0;3;;;;;;;;;1;ZZR;;1;50;2;;;;;;;;;;;;;;;;50;;;;;;;
14958;2;1;1;0;2;;;;;;;;;1;KAWASAKI ZX 7R;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14958;2;2;1;0;2;;;;;;;;;1;YAMAHA TENERE;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14959;2;1;3;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
14962;2;1;3;1;;1;7;1;2;8;2;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;600;
14962;2;2;3;1;;1;;;;;;;;;;;;;;;;;;;3;;1;3200;2;;;;;;;;;3200;;;;
14970;5;1;3;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;400;2;;;;;;;;;;;;;;;;400;;;;;;;
14976;1;1;2;1;1;;3;2;2;10;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
14976;1;2;2;1;1;;;;;;;;;4;PEUGEOT LOOXOR;;4;200;1;3;2;2;;600;;;;;;;;;;;200;;;;;600;;
14982;1;1;1;0;1;;;;;;;;;3;CHINOIS;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14985;1;1;;;2;;;;;;;;;1;HONDA CBR;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14985;1;2;;;2;;;;;;;;;1;SUZUKI BANDI 1200;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14992;2;1;3;0;1;1;;;;;;;;4;KEEWAY;;2;0;1;3;2;2;;700;;;;;;;;;;;;;;;;700;;
14992;2;2;3;0;1;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
14996;2;1;;;1;;;;;;;;;1;YAMAHA TZR;;3;369;1;3;2;2;;400;;;;;;;;;;;369;;;;;400;;
14997;6;1;4;1;;;3;2;2;10;2;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;
15023;6;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15024;5;1;6;4;;;2;2;1;7;2;;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;290;
15024;5;2;6;4;;;3;1;1;7;2;;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;199;
15024;5;3;6;4;;;3;5;1;7;2;;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;189;
15024;5;4;6;4;;;3;6;1;7;2;;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;189;
15036;3;1;2;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15037;4;1;1;1;;;3;2;1;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
15042;1;1;4;0;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
15043;1;1;3;1;;;1;2;2;9;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
15053;1;1;;;1;;;;;;;;;4;SCOOTER;NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15054;5;1;2;1;;;3;1;2;3;2;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;
15062;6;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15086;4;1;;;1;;;;;;;;;4;VESPA;VESPA - NON SPECIFIE;3;0;1;2;1;2;;2200;;;;;;;;;;;;;;;;2200;;
15093;4;1;4;0;;2;;;;;;;;;;;;;;;;;;;5;MG;2;;2;;;;;;;;;;;;;
15093;4;2;4;0;;2;;;;;;;;;;;;;;;;;;;5;RELIANT;2;;2;;;;;;;;;;;;;
15097;3;1;4;1;;;3;1;1;7;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
15103;1;1;1;0;1;;;;;;;;;3;CIAO;PIAGGIO 50;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
15107;1;1;4;0;1;;;;;;;;;1;RICKSHAW;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
15109;1;1;4;2;;1;1;4;1;3;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
15109;1;2;4;2;;1;6;3;1;4;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
15109;1;3;4;2;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
15111;3;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;1;325;2;;;;;;;;;325;;;;
15113;1;1;;;1;;;;;;;;;1;DORSO DURO 550 APRILIA;;1;0;1;2;1;2;;13000;;;;;;;;;;;;;;;;13000;;
15116;5;1;4;0;;1;;;;;;;;;;;;;;;;;;;3;;1;3000;2;;;;;;;;;3000;;;;
15117;2;1;;;2;;;;;;;;;1;KTM;;1;0;1;3;2;2;;5900;;;;;;;;;;;;;;;;5900;;
15117;2;2;;;2;;;;;;;;;4;PIAGGO;PIAGGIO - NON SPECIFIE;2;300;2;;;;;;;;;;;;;;;;300;;;;;;;
15134;2;1;2;0;1;;;;;;;;;1;HARLEY DAWIDSON;;1;480;1;2;2;2;;8400;;;;;;;;;;;480;;;;;8400;;
15135;2;1;2;2;;;1;3;1;4;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
15135;2;2;2;2;;;1;4;1;4;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
15139;6;1;2;0;1;;;;;;;;;4;SYN;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15151;1;1;;;2;;;;;;;;;1;HARLEY;HARLEY-DAVIDSON;1;0;1;3;2;2;;5500;;;;;;;;;;;;;;;;5500;;
15151;1;2;;;2;;;;;;;;;1;HARLEY;HARLEY-DAVIDSON;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15155;3;1;1;0;2;;;;;;;;;1;1100 CBR XX SUPERBLACKBIRD;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15155;3;2;1;0;2;;;;;;;;;1;DERBI 50;;3;300;2;;;;;;;;;;;;;;;;300;;;;;;;
15164;5;1;4;1;;;4;3;1;7;2;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;159;
15166;1;1;;;1;;;;;;;;;1;HONDA 125;HONDA 125;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15169;3;1;;;2;;;;;;;;;1;DUCATTI;;1;450;2;;;;;;;;;;;;;;;;450;;;;;;;
15169;3;2;;;2;;;;;;;;;1;TRIUMPH;TRIUMPH - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15170;5;1;3;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15179;6;1;7;0;1;;;;;;;;;4;SCOOTER PIAGGIO;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15187;5;1;2;1;;;3;1;1;7;2;;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;
15204;5;1;;;1;;;;;;;;;1;YAMAHA FAZER;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15206;4;1;3;2;;;1;3;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
15206;4;2;3;2;;;1;4;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
15210;5;1;5;0;1;;;;;;;;;1;HONDA 125 CBF;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15213;4;1;4;0;;1;;;;;;;;;;;;;;;;;;;3;;1;750;2;;;;;;;;;750;;;;
15217;5;1;5;0;1;;;;;;;;;3;MBK;MBK - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
15218;4;1;;;1;;;;;;;;;1;YAMAHA YBR 125;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15219;2;1;3;1;;;5;1;2;10;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
15222;1;1;6;1;1;1;1;4;2;3;2;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;
15222;1;2;6;1;1;1;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;2;120;1;3;2;2;;3800;;;;;;;;;;;120;;;;;3800;;
15222;1;3;6;1;1;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15225;3;1;;;1;;;;;;;;;4;TGB;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15226;1;1;;;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;3;200;2;;;;;;;;;;;;;;;;200;;;;;;;
15227;6;1;2;1;;;3;2;2;9;2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;
15228;1;1;2;0;1;;;;;;;;;1;BMW R1150 RT;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15231;2;1;6;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15237;2;1;3;1;;;1;2;1;7;2;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;
15242;2;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15245;3;1;3;2;;;3;2;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
15245;3;2;3;2;;;4;1;2;10;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
15247;2;1;4;1;;;1;3;1;7;2;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;
15252;2;1;5;2;;;1;3;1;7;2;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;
15252;2;2;5;2;;;3;2;2;10;2;;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;
15260;1;1;7;0;1;;;;;;;;;1;DUCATTI;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15261;2;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15263;1;1;4;0;2;;;;;;;;;1;KTM;KTM - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15263;1;2;4;0;2;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15273;2;1;1;1;;;1;2;1;7;2;;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;139;
15276;4;1;4;1;;;3;2;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
15280;1;1;4;3;;;1;3;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
15280;1;2;4;3;;;1;4;1;7;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
15280;1;3;4;3;;;3;2;1;7;2;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;450;
15284;2;1;;;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
15285;4;1;2;1;;;3;4;1;7;2;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;159;
15287;4;1;1;0;1;;;;;;;;;4;TEMAX;;3;500;2;;;;;;;;;;;;;;;;500;;;;;;;
15288;5;1;4;0;1;;;;;;;;;1;HARLEY;HARLEY-DAVIDSON;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15292;4;1;4;0;1;1;;;;;;;;1;HONDA 600 CBF;HONDA 600;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15292;4;2;4;0;1;1;;;;;;;;;;;;;;;;;;;1;;1;195;2;;;;;;;;;195;;;;
15297;1;1;2;1;;;1;6;1;4;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
15299;2;1;;;1;;;;;;;;;4;PGO;;3;140;2;;;;;;;;;;;;;;;;140;;;;;;;
15306;2;1;;;1;;;;;;;;;1;750 GSXR;;2;150;2;;;;;;;;;;;;;;;;150;;;;;;;
15307;6;1;3;0;1;;;;;;;;;1;HARLEY;HARLEY-DAVIDSON;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15308;6;1;4;1;;;2;2;1;8;2;;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500;
15322;5;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;rENAULT MEGANE;2;;2;;;;;;;;;;;;;
15333;6;1;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15338;2;1;1;0;1;;;;;;;;;1;600 CBR HONDA;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15349;4;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;VOITURE DE FONCTION;2;;2;;;;;;;;;;;;;
15350;3;1;2;2;;;3;1;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
15350;3;2;2;2;;;3;2;1;7;2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;
15354;1;1;2;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15366;2;1;;;1;;;;;;;;;4;MOTO;;3;381;1;3;2;2;;999999;;;;;;;;;;;381;;;;;10000;;
15370;4;1;7;1;;;4;1;1;3;2;;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;
15375;1;1;;;;1;;;;;;;;;;;;;;;;;;;5;TROTTINETTE;2;;2;;;;;;;;;;;;;
15378;6;1;;;1;;;;;;;;;1;YAMAHA 125;YAMAHA 125;3;0;1;9;2;2;;4000;;;;;;;;;;;;;;;;4000;;
15386;3;1;2;0;1;;;;;;;;;4;PIAGGO 80 CM3;;3;250;2;;;;;;;;;;;;;;;;250;;;;;;;
15399;3;1;3;1;;;7;1;2;10;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
15402;3;1;;;1;;;;;;;;;4;MBK;MBK - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
15407;4;1;8;0;1;;;;;;;;;1;BMW R1200ST;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15412;2;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15413;6;1;2;0;2;1;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
15413;6;2;2;0;2;1;;;;;;;;5;DAX HONDA;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
15413;6;3;2;0;2;1;;;;;;;;;;;;;;;;;;;3;;1;1600;2;;;;;;;;;1600;;;;
15416;6;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;999999;2;;;;;;;;;;;;;;;;150;;;;;;;
15424;3;1;4;1;;;2;2;1;3;2;;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;
15431;1;1;;;1;;;;;;;;;1;MOTO BMW;BMW - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
15444;6;1;1;1;;;2;2;1;3;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
15451;2;1;;;1;;;;;;;;;4;PEUGEOT 125;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
15452;5;1;5;1;;;1;4;1;7;2;;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;109;
15457;6;1;2;1;;;3;2;2;3;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;
15459;4;1;;;1;;;;;;;;;1;HONDA 125;HONDA 125;3;24;1;2;1;2;;2580;;;;;;;;;;;24;;;;;2580;;
15463;5;1;3;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
15473;4;1;6;1;;1;7;1;1;3;2;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;
