Ratio salaire horaire / Smic,Travailleur non pauvre,Travailleur pauvre
0.22359140244078846,0.5988261212227544,0.047814133477715924
0.22946118805930688,0.6002012997721743,0.04836508619965493
0.2353309736778253,0.601629344956551,0.04895471774423128
0.24120075929634371,0.6031011532404482,0.049578777114042696
0.24707054491486213,0.6045965406599904,0.050233271287158675
0.25294033053338055,0.6060958026075134,0.05091804206261602
0.258810116151899,0.6075857374805115,0.05162506272280082
0.2646799017704174,0.6090533960683642,0.052351213335332915
0.2705496873889358,0.6104850052866141,0.053093883410623884
0.27641947300745423,0.6118506684653252,0.05385077270550359
0.28228925862597265,0.6131502895363363,0.054619880448116
0.28815904424449107,0.6143751212959317,0.0553994854312327
0.2940288298630095,0.6155174327161227,0.05618817978125971
0.2998986154815279,0.6165705277037986,0.056985622281855615
0.3057684011000463,0.6175079397737528,0.05778931602909046
0.31163818671856475,0.6183361947428168,0.058598242296763144
0.31750797233708317,0.6190626760228012,0.05941135862610265
0.3233777579556016,0.6196872671330761,0.060227557188385454
0.32924754357412,0.6202107949531963,0.061045634575255296
0.3351173291926384,0.6206258540616617,0.061864274513950546
0.34098711481115684,0.620927848515709,0.06268197768171142
0.34685690042967526,0.6211410443305293,0.06349651053694597
0.3527266860481936,0.6212703491225887,0.06430643266073582
0.35859647166671205,0.6213209687713538,0.06511025558142332
0.36446625728523047,0.6212983605196403,0.06590665638195314
0.3703360429037489,0.6211919036299686,0.06669455870257283
0.3762058285222673,0.6210270972864765,0.06747321062922923
0.3820756141407857,0.6208099697107307,0.06824225669882601
0.38794539975930414,0.6205453385637291,0.06900145775874465
0.39381518537782256,0.6202376841492083,0.06975104068170061
0.399684970996341,0.6198853270935288,0.07049378653345506
0.4055547566148594,0.6194951292080632,0.07123176489742047
0.4114245422333778,0.6190740699850817,0.07196750393907853
0.41729432785189624,0.6186239471880439,0.07270392441991472
0.42316411347041466,0.6181461444660052,0.07344426105910323
0.4290338990889331,0.6176400395937712,0.07419197344155849
0.4349036847074515,0.6171016279347536,0.074951520403543
0.4407734703259699,0.6165369879538222,0.07572831069904877
0.44664325594448834,0.6159458354954038,0.07652442955530908
0.45251304156300676,0.6153278273672592,0.07734295177471427
0.4583828271815252,0.6146825886082964,0.07818661457961218
0.4642526128000436,0.6140029157291097,0.07905777220380142
0.470122398418562,0.61329420346611,0.07995836532460446
0.47599218403708043,0.6125581962889458,0.08088990522857677
0.48186196965559885,0.6117955557017746,0.08185583557503606
0.4877317552741173,0.6110072369864465,0.08285765823861681
0.4936015408926357,0.6101916129128555,0.08389229115973133
0.4994713265111541,0.6093513064915355,0.08495947109189729
0.5053411121296725,0.6084927928273188,0.08605867970173404
0.511210897748191,0.6076189658947455,0.08718917936549778
0.5170806833667093,0.6067329708336636,0.08835004308849576
0.5229504689852278,0.6058381041567428,0.08954017740583874
0.5288202546037462,0.6049388839021396,0.09076063988193163
0.5346900402222646,0.6040415360189888,0.0920093355019314
0.540559825840783,0.6031498778558653,0.09328230788889605
0.5464296114593015,0.6022676382559202,0.09457765859145391
0.5522993970778198,0.601398433598319,0.0958932602820085
0.5581691826963383,0.6005502711703832,0.09722673383351847
0.5640389683148567,0.5997254288791493,0.09857542958023388
0.5699087539333751,0.5989246709582089,0.09993641441992547
0.5757785395518935,0.5981498531157641,0.10130691280986077
0.581648325170412,0.5974024307157221,0.1026819753604786
0.5875181107889303,0.5966863200934288,0.1040571411649792
0.5933878964074488,0.5960045642724865,0.10542836265472924
0.5992576820259672,0.5953508002039312,0.10679151178884047
0.6051274676444857,0.5947238500567426,0.10814245506831821
0.610997253263004,0.5941221542232429,0.10947713404295428
0.6168670388815225,0.5935437824465597,0.11079164970658115
0.6227368245000409,0.5929909348041607,0.11207898437292307
0.6286066101185593,0.5924539844827248,0.11333692499843892
0.6344763957370777,0.5919295215745656,0.1145641807369769
0.6403461813555961,0.5914142642541329,0.1157588250994062
0.6462159669741145,0.5909048718914914,0.11691953474378075
0.6520857525926329,0.5903974768173889,0.11804562451634024
0.6579555382111514,0.5898869277888485,0.11913707402780553
0.6638253238296697,0.5893702084316494,0.12019454646449867
0.6696951094481882,0.5888447953727324,0.1212154070544405
0.6755648950667066,0.5883084700667408,0.122205941209085
0.6814346806852251,0.5877584082355348,0.12317054302920352
0.6873044663037434,0.5871904584879648,0.12411326185891608
0.6931742519222619,0.5866075369231281,0.1250388898307662
0.6990440375407803,0.5860100877980936,0.12595298054856818
0.7049138231592987,0.5853990811732447,0.12686186971844843
0.7107836087778171,0.5847760194776229,0.12777269657800766
0.7166533943963356,0.5841419293415092,0.12869686939460698
0.7225231800148539,0.5835035611329283,0.12964409259549775
0.7283929656333724,0.5828656441557564,0.13062439660998448
0.7342627512518908,0.5822330013118531,0.13164874656258033
0.7401325368704093,0.5816109465119891,0.1327287484265236
0.7460023224889276,0.5810090526662685,0.1338765260849651
0.7518721081074461,0.5804385674102007,0.1351045690403819
0.7577418937259645,0.5799040598644327,0.13642555086092525
0.7636116793444829,0.5794131045385426,0.1378726828270584
0.7694814649630013,0.5789734668927032,0.13944240424058885
0.7753512505815198,0.5785950880995845,0.14114554962173084
0.7812210362000381,0.5783067261822188,0.14299197246790557
0.7870908218185566,0.5781003103244202,0.14499018209401962
0.792960607437075,0.5779834981512875,0.14714716041014764
0.7988303930555934,0.5779636736963085,0.14946821848372685
0.8047001786741118,0.5780479171926304,0.15195936997919743
0.8105699642926303,0.5782687566255569,0.15464585094573463
0.8164397499111486,0.5786200544253187,0.15750046514633034
0.822309535529667,0.5790970248408795,0.1605205255977304
0.8281793211481855,0.5797034777329501,0.16370217091799216
0.8340491067667039,0.580442526314728,0.16704064991281872
0.8399188923852223,0.5813306325631172,0.17053062847232164
0.8457886780037407,0.5823814274161209,0.17416651091395857
0.8516584636222592,0.5835679089402932,0.1779468739192348
0.8575282492407775,0.5848883838092048,0.1818801973598988
0.863398034859296,0.5863403732202744,0.18594340718121966
0.8692678204778144,0.5879206183257659,0.19013407280538097
0.8751376060963328,0.5896579309061347,0.19445106158966113
0.8810073917148512,0.5915098612038955,0.19889459004744672
0.8868771773333697,0.5934687039331872,0.20346622055608854
0.892746962951888,0.5955271559435036,0.2081688050634617
0.8986167485704065,0.5976774165700245,0.21301296606199263
0.9044865341889249,0.5999234054793475,0.2180161295023784
0.9103563198074434,0.6022459955863134,0.22316782882069908
0.9162261054259617,0.6046261362046279,0.2284744104195797
0.9220958910444802,0.6070543071484877,0.23394214546528902
0.9279656766629986,0.6095209254867107,0.23957696300910625
0.933835462281517,0.6120173457132984,0.24538419671042558
0.9397052479000354,0.6145315265615079,0.25136834982721457
0.9455750335185539,0.6170479427106541,0.2575442936645173
0.9514448191370722,0.6195577307655725,0.26392235405259734
0.9573146047555907,0.6220522984056982,0.2704829879899731
