IDENT_MEN;numbd;BNAT_PROD;BDCOD;NAT_PROD_A;NACHA_PROD;BDNEUF_PROD;BDCRED_PROD;BDLIEU_PROD;BDPRIX_PROD;BDPRIX_PRODRECUP;BDPRIX_PROD_D;BDOFFR_PROD;vag
05003;2;Téléphone portable;215;;1;1;3;8;140;;140;4;1
05003;3;GPS;245;;1;1;3;7;180;;180;;1
05004;1;Hotte de cuisine;108;;1;1;3;7;80;;80;;5
05007;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;4;400;;400;;1
05007;2;MATELAS;406;;;1;3;3;400;;400;;1
05009;1;Téléphone portable;215;;1;1;3;8;29;;29;4;1
05011;1;CANAPE;403;;;1;1;6;4450;;4450;;5
05013;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;500;;500;;1
05013;2;Congélateur indépendant;102;;1;1;3;8;750;;750;;1
05013;3;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;250;;250;;1
05013;4;Téléphone portable;215;;2;1;3;8;160;;160;1;1
05015;1;MATELAS;406;;;1;3;7;380;;380;;1
05016;1;Lave-vaisselle;105;;1;1;1;6;769;;769;;4
05016;2;Cuisinière, plaque de cuisson, four ou mini four;106;;2;1;1;6;460;;460;;4
05016;3;Hotte de cuisine;108;;1;1;1;6;159;;159;;4
05016;4;ETAGERES;407;;;1;2;7;150;;150;;4
05017;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;80;;80;;5
05017;2;Téléphone portable;215;;3;2;3;10;300;;300;4;5
05017;3;Cartouche d'imprimante;219;;1;1;3;8;15;;15;;5
05017;4;TABLE;401;;;2;3;3;300;;300;;5
05017;5;CHAISES;401;;;2;3;3;60;;60;;5
05017;6;ETAGERE;404;;;1;3;6;50;;50;;5
05017;7;SOMMIER MATELAS;406;;;1;3;8;1900;;1900;;5
05019;1;Autre(s) appareil(s) électroménager(s);122;VENTILATEUR;1;1;3;6;30;;30;;3
05019;2;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;7;60;;60;;3
05019;3;Ecran;220;;1;1;3;7;140;;140;;3
05019;4;SOMMIER ET MATELAS;406;;;1;3;9;700;;700;;3
05020;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;400;;400;;3
05020;2;Fer à repasser, centrale à vapeur;119;;1;1;3;7;80;;80;;3
05020;3;Parabole;204;;1;1;3;8;150;;150;;3
05020;4;Micro-ordinateur de bureau;211;;1;1;3;8;1800;;1800;;3
05020;5;Téléphone portable;215;;2;1;3;8;50;;50;1;3
05020;6;Lecteur vidéo portable (MP4);234;;1;1;3;7;200;;200;;3
05020;7;8 CHAISES TABLE BASSE ET CANAPE;413;;;1;3;8;5000;;5000;;3
05021;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;50;;50;;5
05021;2;Téléphone portable;215;;1;1;3;3;280;;280;4;5
05021;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;5;16;;16;;5
05022;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;500;;500;;1
05022;2;Téléphone portable;215;;1;1;3;7;40;;40;4;1
05022;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;150;;150;;1
05022;4;SECRETAIRE;404;;;1;3;9;500;;500;;1
05022;5;2 MEUBLES DE SALLE DE BAINS;413;;;1;3;7;350;;350;;1
05023;1;Congélateur indépendant;102;;1;1;3;7;600;;600;;4
05024;1;Four à micro-ondes;107;;1;1;3;7;80;;80;;5
05024;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;19;;19;;5
05024;3;Téléphone portable;215;;1;1;3;3;120;;120;4;5
05024;4;Cartouche d'imprimante;219;;6;1;3;8;16;;16;;5
05024;5;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLEF USB;1;1;3;4;8;;8;;5
05024;6;Tondeuse à gazon;301;;1;1;3;8;300;;300;;5
05024;7;CANAPE;403;;;1;3;7;400;;400;;5
05025;1;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;7;279;;279;;2
05026;1;Appareil photo numérique;231;;1;1;3;7;370;;370;;3
05027;1;TABLE ET CHAISE;401;;;1;3;10;200;;200;;5
05028;1;Tablette PC;214;;1;1;3;7;300;;300;;4
05028;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;8;2850;;2850;;4
05029;1;Micro-ordinateur portable;212;;1;1;3;7;1300;;1300;;6
05029;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;8;1000;;1000;;6
05030;1;CANAPES;403;;;1;3;8;1100;;1100;;1
05031;1;Tablette PC;214;;1;1;3;4;80;;80;;2
05031;2;CHAISE JARDIN;408;;;1;3;4;60;;60;;2
05032;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;400;;400;;2
05032;2;Motoculteur, motobineuse;302;;1;1;3;8;1700;;1700;;2
05033;1;Congélateur indépendant;102;;1;2;3;10;20;;20;;1
05033;2;Lave-vaisselle;105;;1;2;3;10;150;;150;;1
05034;1;Micro-ordinateur portable;212;;1;1;3;4;189;;189;;6
05034;2;Téléphone portable;215;;1;1;3;6;200;;200;2;6
05034;3;Cartouche d'imprimante;219;;2;1;3;4;23;;23;;6
05034;4;BUREAU;405;;;1;3;6;99;;99;;6
05034;5;SALON DE JARDIN;408;;;1;3;4;150;;150;;6
05036;1;Lave-vaisselle;105;;1;1;3;6;459;;459;;4
05036;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;6;349;;349;;4
05036;3;Tablette PC;214;;1;1;3;3;199;;199;;4
05036;4;CUISINE COMPLETE MEUBLE PLUS TABLES;413;;;1;3;7;4480;;4480;;4
05037;1;Téléphone portable;215;;1;2;3;3;219;;219;4;6
05037;2;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;TOUR;1;2;3;3;70;;70;;6
05038;1;Four à micro-ondes;107;;1;1;3;4;80;;80;;3
05038;2;Baladeur, lecteur de CD/MP3 portable;233;;1;1;3;4;20;;20;;3
05039;1;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;7;30;;30;;5
05039;2;CHAISES;401;;;1;3;8;160;;160;;5
05039;3;PETIT BUFFET;404;;;1;3;7;80;;80;;5
05039;4;CLASSEUR;414;;;1;3;7;40;;40;;5
05040;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;80;;80;;6
05040;2;Téléphone portable;215;;1;1;3;4;200;;200;4;6
05040;3;LIT;405;;;1;2;2;350;;350;;6
05040;4;MATELAS;406;;;1;2;2;116;;116;;6
05041;1;Netbook, ultraportable;213;;1;1;3;7;300;;300;;1
05041;2;Téléphone portable;215;;1;2;3;3;250;;250;2;1
05041;3;Camescope numérique;232;;1;1;3;8;300;;300;;1
05041;4;BUREAU;405;;;1;3;8;150;;150;;1
05041;5;COIFFEUSE;405;;;1;3;8;150;;150;;1
05041;6;MATELAS;406;;;1;1;7;600;;600;;1
05041;7;SOMMIER;406;;;1;1;7;400;;400;;1
05041;8;TABLE ET CHAISES;408;;;1;3;3;700;;700;;1
05043;1;Climatiseur, déshumidificateur;110;;1;1;3;3;69;;69;;4
05043;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;3;45;;45;;4
05043;3;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;329;;329;;4
05043;4;Téléphone portable;215;;2;1;3;3;431;;431;4;4
05043;5;MATELAS SOMMIER;406;;;2;3;10;50;;50;;4
05044;1;Cartouche d'imprimante;219;;5;1;3;7;17;;17;;4
05044;2;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;SOURIS;1;1;3;7;10;;10;;4
05044;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;2;1;3;7;135;;135;;4
05044;4;Autre appareil de jardinage ou bricolage;307;ASPIRATEUR MULTIFONCTION POUR OUTIL;1;1;3;7;85;;85;;4
05045;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;999999;999999;800;;3
05045;2;Lave-vaisselle;105;;1;1;3;8;999999;999999;500;;3
05045;3;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;8;999999;999999;500;;3
05045;4;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;1000;;1000;;3
05045;5;SALLE A MANGER CUISINE;401;;;1;3;6;15000;;15000;;3
05045;6;SALON;403;;;1;3;6;3500;;3500;;3
05045;7;MEUBLE TABLE BASSE TELEVISION;404;;;1;3;6;1500;;1500;;3
05045;8;2 CHAMBRE A COUCHER;405;;;1;3;6;6000;;6000;;3
05045;9;CUISINE AMMENAGEE;407;;;1;3;8;11000;;11000;;3
05045;10;SALON DE JARDIN;408;;;1;3;6;200;;200;;3
05046;1;Tablette PC;214;;1;1;3;8;300;;300;;6
05046;2;Téléphone portable;215;;2;1;3;8;300;;300;2;6
05047;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;500;;500;;6
05047;2;Lave-vaisselle;105;;1;1;3;7;500;;500;;6
05047;3;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;1;3;7;22;;22;;6
05047;4;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;8;980;;980;;6
05047;5;FAUTEUIL;403;;;1;3;7;150;;150;;6
05047;6;HAMAC;408;;;1;3;7;200;;200;;6
05047;7;barbecue de jardin;409;;;1;3;3;242;;242;;6
05048;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;40;;40;;6
05048;2;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;450;;450;;6
05050;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;4;599;;599;;2
05050;2;Cartouche d'imprimante;219;;2;1;3;4;40;;40;;2
05050;3;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;1;1;3;1;22;;22;;2
05052;1;Lave-linge, lave-linge séchant;103;;1;1;3;4;450;;450;;2
05052;2;Lave-vaisselle;105;;1;1;3;4;398;;398;;2
05052;3;Téléphone portable;215;;1;2;3;10;30;;30;4;2
05052;4;Cartouche d'imprimante;219;;8;1;3;4;25;;25;;2
05052;5;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;4;1;3;4;6;;6;;2
05052;6;Autoradio;244;;1;1;3;4;140;;140;;2
05052;7;Tondeuse à gazon;301;;1;1;3;4;40;;40;;2
05052;8;TABLE BASSE SALON;401;;;2;3;9;25;;25;;2
05052;9;CANAPE;403;;;2;3;9;30;;30;;2
05052;10;LIT;405;;;1;3;7;180;;180;;2
05052;11;LIT;405;;;1;3;7;180;;180;;2
05052;12;MATELAS;406;;;1;3;7;90;;90;;2
05052;13;MATELAS;406;;;1;3;7;120;;120;;2
05053;1;Four à micro-ondes;107;;1;1;3;7;70;;70;;6
05053;2;Imprimante ou scanner;217;;1;1;3;4;90;;90;;6
05053;3;TABLE;401;;;1;3;7;99;;99;;6
05055;1;Micro-ordinateur portable;212;;1;1;3;7;299;;299;;6
05056;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;370;;370;;1
05056;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;189;;189;;1
05056;3;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;17;;17;;1
05056;4;Cuiseur, friteuse, autocuiseur;113;;1;1;3;5;29;;29;;1
05056;5;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;39;;39;;1
05056;6;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;24;;24;;1
05056;7;Autre(s) appareil(s) électroménager(s);122;VENTILATEUR;2;1;3;4;45;;45;;1
05056;8;Téléphone portable;215;;2;1;3;8;225;;225;2;1
05056;9;Cartouche d'imprimante;219;;8;1;3;8;29;;29;;1
05056;10;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;2;1;3;8;15;;15;;1
05057;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;999999;369;369;;2
05060;1;CANAPE;403;;;1;3;4;500;;500;;3
05060;2;FAUTEUIL;403;;;1;3;4;170;;170;;3
05062;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;140;;140;;1
05062;2;Micro-ordinateur portable;212;;1;1;3;7;323;;323;;1
05062;3;Instrument de musique;242;;1;1;3;7;60;;60;;1
05063;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;8;999999;258;258;;3
05063;2;Four à micro-ondes;107;;2;1;3;8;80;;80;;3
05063;3;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;7;126;;126;;3
05063;4;Console de jeux vidéo de salon ou portable;206;;1;1;3;7;250;;250;;3
05063;5;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;4;1;3;7;235;;235;;3
05063;6;GPS;245;;1;1;3;7;90;;90;;3
05063;7;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;8;350;;350;;3
05064;1;Congélateur indépendant;102;;1;1;3;7;999999;;289;;2
05064;2;Lave-linge, lave-linge séchant;103;;1;1;3;7;280;;280;;2
05065;1;Lave-linge, lave-linge séchant;103;;1;1;3;3;270;;270;;2
05065;2;ARMOIRE CHAMBRE;405;;;1;3;7;200;;200;;2
05065;3;ARMOIRE CHAMBRE;405;;;1;3;7;125;;125;;2
05066;1;Téléphone portable;215;;1;1;3;7;220;;220;3;2
05066;2;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;249;;249;;2
05066;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;4;119;;119;;2
05066;4;CANAPE;403;;;1;3;4;300;;300;;2
05068;1;Cartouche d'imprimante;219;;8;1;3;4;78;;78;;2
05069;1;Sèche-linge indépendant;104;;1;1;3;8;289;;289;;2
05069;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;3;30;;30;;2
05069;3;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;400;;400;;2
05069;4;Parabole;204;;1;1;3;7;50;;50;;2
05069;5;Micro-ordinateur de bureau;211;;1;1;3;3;1480;;1480;;2
05069;6;Téléphone portable;215;;2;1;3;3;300;;300;4;2
05069;7;Appareil photo numérique;231;;1;1;3;7;500;;500;;2
05069;8;ETAGERE CUISINE;414;;;1;3;7;30;;30;;2
05070;1;LIT;405;;;1;3;8;199;;199;;5
05071;1;Téléviseur, combiné télé magnétoscope/DVD;201;;3;1;3;4;119;;119;;2
05071;2;Téléphone portable;215;;1;1;3;8;97;;97;1;2
05072;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;4;450;;450;;2
05073;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;699;;699;;1
05073;2;Lave-linge, lave-linge séchant;103;;1;1;1;7;589;;589;;1
05073;3;Console de jeux vidéo de salon ou portable;206;;1;1;3;7;390;;390;;1
05073;4;Téléphone portable;215;;1;1;3;7;490;;490;4;1
05073;5;SOMMIER;405;;;1;3;7;200;;200;;1
05073;6;MATELAS;406;;;1;3;7;150;;150;;1
05074;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;1000;;1000;;2
05074;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;300;;300;;2
05074;3;Tablette PC;214;;1;1;3;8;300;;300;;2
05074;4;Téléphone portable;215;;1;1;3;8;150;;150;1;2
05074;5;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;2;3;10;100;;100;;2
05074;6;CHAISE BUREAU;410;;;1;3;7;50;;50;;2
05077;1;Téléphone portable;215;;1;2;3;10;100;;100;4;3
05077;2;DRESSING;405;;;1;3;7;1700;;1700;;3
05077;3;COMMODE;405;;;1;3;7;400;;400;;3
05078;1;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;40;;40;;1
05078;2;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;150;;150;;1
05079;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;399;;399;;3
05079;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;8;215;;215;;3
05079;3;Micro-ordinateur de bureau;211;;1;1;3;8;800;;800;;3
05079;4;Cartouche d'imprimante;219;;2;1;3;4;40;;40;;3
05079;5;LIT;405;;;1;3;7;999999;999999;90;;3
05079;6;MATELAS;406;;;1;3;7;878;;878;;3
05080;1;Congélateur indépendant;102;;1;1;3;3;999999;258;258;;3
05080;2;Lave-vaisselle;105;;1;1;3;7;999999;999998;450;;3
05080;3;Téléphone portable;215;;2;1;3;8;769;;769;4;3
05080;4;CHAISES DE CUISINES;401;;;1;3;8;999999;400;400;;3
05080;5;FAUTEUIL DE SALON;403;;;1;3;8;999999;700;700;;3
05081;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;6;600;;600;;2
05081;2;CHAISES;401;;;1;3;7;280;;280;;2
05082;1;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;2;3;3;70;;70;;5
05082;2;Téléphone portable;215;;1;1;3;8;155;;155;3;5
05082;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;49;;49;;5
05083;1;Téléviseur, combiné télé magnétoscope/DVD;201;;2;1;3;7;3000;;3000;;1
05083;2;Micro-ordinateur portable;212;;1;1;3;7;600;;600;;1
05083;3;Téléphone portable;215;;3;1;2;7;779;;779;4;1
05083;4;GPS;245;;1;1;3;3;100;;100;;1
05083;5;FAUTEUIL;403;;;1;3;8;1700;;1700;;1
05084;1;FAUTEUIL;403;;;2;3;9;8;;8;;6
05084;2;MEZZANINE;403;;;2;3;9;10;;10;;6
05085;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;10;550;;550;;4
05085;2;Lave-vaisselle;105;;1;1;3;10;600;;600;;4
05085;3;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;10;350;;350;;4
05085;4;Hotte de cuisine;108;;1;1;3;10;400;;400;;4
05085;5;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;169;;169;;4
05085;6;Fer à repasser, centrale à vapeur;119;;1;1;3;7;50;;50;;4
05085;7;Téléphone portable;215;;2;1;3;8;350;;350;3;4
05085;8;Imprimante ou scanner;217;;1;1;3;4;40;;40;;4
05085;9;Cartouche d'imprimante;219;;4;1;3;4;45;;45;;4
05085;10;Appareil photo numérique;231;;1;1;3;4;75;;75;;4
05085;11;CHAISES CUISINES;401;;;1;3;4;60;;60;;4
05085;12;CUISINE AMENAGEE;407;;;1;3;8;11000;;11000;;4
05086;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;6;190;;190;;3
05086;2;Cartouche d'imprimante;219;;4;1;3;4;15;;15;;3
05086;3;SALON DE JARDIN;408;;;1;3;4;300;;300;;3
05088;1;Lave-linge, lave-linge séchant;103;;1;1;3;3;350;;350;;1
05088;2;Console de jeux vidéo de salon ou portable;206;;1;2;3;10;17;;17;;1
05088;3;Tablette PC;214;;1;2;3;3;200;;200;;1
05088;4;Téléphone portable;215;;2;2;3;3;100;;100;4;1
05088;5;FAUTEUIL;403;;;1;3;3;200;;200;;1
05089;1;Cuisinière, gazinière, plaque de cuisson, four ou mini four;106;;1;1;1;8;999999;169;169;;2
05089;2;Cuiseur, friteuse, autocuiseur;113;;1;1;1;8;25;;25;;2
05091;1;Tondeuse à gazon;301;;1;1;3;7;250;;250;;6
05092;1;Lave-vaisselle;105;;1;1;3;8;500;;500;;2
05092;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;8;500;;500;;2
05092;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;8;300;;300;;2
05092;4;Cartouche d'imprimante;219;;1;1;3;4;35;;35;;2
05092;5;Pompe, système d'arrosage automatique;303;;1;1;3;7;150;;150;;2
05092;6;SECRETAIRE;402;;;1;3;9;1500;;1500;;2
05092;7;MATELA;406;;;1;3;4;500;;500;;2
05094;1;Cuiseur, friteuse, autocuiseur;113;;1;1;3;4;229;;229;;2
05094;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;1;2;1200;;1200;;2
05096;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;500;;500;;5
05097;1;Téléphone portable;215;;1;1;3;7;30;;30;4;2
05100;1;Téléphone portable;215;;1;1;3;8;1000;;1000;4;5
05101;1;Congélateur indépendant;102;;1;1;3;3;100;;100;;6
05101;2;MEUBLE TV;404;;;1;3;3;110;;110;;6
05101;3;CHAMBRE BEBE COMPLETE;413;;;1;1;3;300;;300;;6
05102;1;Cuiseur, friteuse, autocuiseur;113;;1;1;3;2;105;;105;;3
05102;2;Cartouche d'imprimante;219;;12;1;3;4;45;;45;;3
05102;3;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;1;1;3;8;10;;10;;3
05103;1;TABLE ET CHAISES SAM;401;;;1;2;3;400;;400;;2
05103;2;CHAISE PLIANTE;401;;;1;3;7;20;;20;;2
05103;3;MATELAS;406;;;1;3;3;80;;80;;2
05104;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;400;;400;;3
05104;2;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;62;;62;;3
05104;3;PLACARD;407;;;1;3;8;400;;400;;3
05106;1;Cartouche d'imprimante;219;;20;1;3;4;2;;2;;1
05106;2;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;1;1;3;4;6;;6;;1
05106;3;TABLE ET CHAISE;401;;;1;3;7;800;;800;;1
05106;4;BUFFET;402;;;1;3;7;1200;;1200;;1
05106;5;TABLE;403;;;1;3;7;800;;800;;1
05107;1;Fer à repasser, centrale à vapeur;119;;1;1;3;7;25;;25;;3
05107;2;Console de jeux vidéo de salon ou portable;206;;1;2;3;10;130;;130;;3
05107;3;Imprimante ou scanner;217;;1;1;3;7;60;;60;;3
05108;1;Congélateur indépendant;102;;1;1;3;7;600;;600;;4
05108;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;80;;80;;4
05108;3;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;30;;30;;4
05108;4;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;600;;600;;4
05108;5;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;7;100;;100;;4
05108;6;FAUTEUILS CANAPE;403;;;1;3;7;1500;;1500;;4
05108;7;MEUBLE BUREAU;410;;;1;3;7;150;;150;;4
05109;1;Téléphone portable;215;;1;1;3;3;500;;500;4;5
05110;1;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;2;1;3;8;60;;60;;6
05110;2;MEUBLLE BUREAU;410;;;1;3;3;115;;115;;6
05111;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;900;;900;;2
05111;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;1;8;800;;800;;2
05111;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;1;8;800;;800;;2
05111;4;Téléphone portable;215;;4;1;3;8;600;;600;4;2
05111;5;BOIS;401;;;1;3;4;250;;250;;2
05112;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;199;;199;;3
05113;1;Téléphone portable;215;;;1;3;8;20;;20;;1
05114;1;Four à micro-ondes;107;;1;1;3;4;49;;49;;5
05114;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;59;;59;;5
05115;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;150;;150;;2
05115;2;Téléphone portable;215;;1;1;1;8;999999;;200;3;2
05117;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;40;;40;;3
05117;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;3;120;;120;;3
05117;3;CHAMBRE COUCHER;403;;;2;3;10;40;;40;;3
05117;4;CANAPE;403;;;2;3;10;30;;30;;3
05117;5;MATELAS;405;;;1;3;4;79;;79;;3
05117;6;MATELAS;406;;;1;3;4;79;;79;;3
05118;1;Téléphone portable;215;;1;1;3;8;99;;99;3;2
05119;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;240;;240;;6
05121;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;2;3;4;200;;200;;4
05121;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;1;4;1000;;1000;;4
05121;3;Console de jeux vidéo de salon ou portable;206;;1;1;3;3;120;;120;;4
05121;4;Disque dur externe;218;;1;1;3;7;30;;30;;4
05121;5;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;2;1;3;4;16;;16;;4
05121;6;SALLE A MANGER COMPLETE;401;;;1;3;7;2400;;2400;;4
05121;7;MEUBLE RANGEMENT;407;;;1;3;7;40;;40;;4
05121;8;CHAISE HAUTE;412;;;1;3;4;27;;27;;4
05122;1;Cuiseur, friteuse, autocuiseur;113;;1;1;3;4;169;;169;;2
05122;2;Micro-ordinateur de bureau;211;;1;1;3;3;400;;400;;2
05122;3;Téléphone portable;215;;3;1;3;4;99;;99;4;2
05122;4;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;3;70;;70;;2
05123;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;60;;60;;2
05123;2;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;25;;25;;2
05124;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;70;;70;;6
05124;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;129;;129;;6
05124;3;Tondeuse à gazon;301;;1;1;3;7;500;;500;;6
05124;4;CANAPE;403;;;1;3;7;1000;;1000;;6
05124;5;CHAISE LONGUE;408;;;1;3;4;60;;60;;6
05125;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;300;;300;;5
05125;2;Imprimante ou scanner;217;;1;1;3;7;100;;100;;5
05125;3;Cartouche d'imprimante;219;;2;1;3;99;999999;999999;20;;5
05126;1;Congélateur indépendant;102;;1;2;3;3;40;;40;;5
05126;2;Lave-linge, lave-linge séchant;103;;1;2;3;3;100;;100;;5
05126;3;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;3;30;;30;;5
05126;4;Tablette PC;214;;3;1;3;6;60;;60;;5
05126;5;CHAISE;401;;;1;1;7;80;;80;;5
05126;6;LIT;405;;;1;1;7;260;;260;;5
05126;7;LIT;405;;;1;1;7;100;;100;;5
05126;8;ARMOIRE;405;;;1;1;7;150;;150;;5
05127;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;2;6;700;;700;;1
05127;2;Lave-linge, lave-linge séchant;103;;1;2;1;10;150;;150;;1
05127;3;Téléviseur, combiné télé magnétoscope/DVD;201;;2;1;2;6;250;;250;;1
05127;4;TABLES;401;;;1;2;6;300;;300;;1
05127;5;CHAISES;401;;;1;2;6;200;;200;;1
05127;6;TABLES;401;;;1;2;6;180;;180;;1
